"from","to","KEGG","ReconX","HumanCyc","Reactome","OmniPath","weight","lapl_norm","lapl_norm_weight"
"UBE2S","UBB",NA,NA,NA,"in-complex-with",NA,0.516,0.0116817328378999,0.00602777414435637
"UBE2N","UBB",NA,NA,NA,"in-complex-with",NA,0.437666666666667,0.00685236967651293,0.00299905379508716
"UBE2L6","UBB",NA,NA,NA,"in-complex-with",NA,0.420333333333333,0.0116817328378999,0.00491022170286394
"UBE2E1","UBB",NA,NA,NA,"in-complex-with",NA,0.486666666666667,0.00963902995370322,0.0046909945774689
"UBE2D3","UBB",NA,NA,NA,"in-complex-with & controls-state-change-of",NA,0.519666666666667,0.010863790870736,0.00564554998915916
"UBE2D2","UBB",NA,NA,NA,"in-complex-with & controls-state-change-of",NA,0.481,0.0104484594882143,0.00502570901383109
"UBE2D1","UBB",NA,NA,NA,"in-complex-with & controls-state-change-of",NA,0.491333333333333,0.00974323871146398,0.00478717795356597
"UBE2C","UBB",NA,NA,NA,"in-complex-with",NA,0.489333333333333,0.0116817328378999,0.00571626126867904
"UBC","UBB",NA,NA,NA,"in-complex-with",NA,0.424,0.00436681222707424,0.00185152838427948
"IFNB1","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.111666666666667,0.0149637567815527,0.00167095284060672
"IFNAR2","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.0496666666666667,0.0103969429164746,0.000516381498184906
"IFNAR1","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.0936666666666667,0.011936948441793,0.00111809417071461
"IFNA8","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.142333333333333,0.0155286242846124,0.00221024085650984
"IFNA7","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.130666666666667,0.0155286242846124,0.00202907357318936
"IFNA6","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.142333333333333,0.0155286242846124,0.00221024085650984
"IFNA5","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.142333333333333,0.0155286242846124,0.00221024085650984
"IFNA4","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.133666666666667,0.0155286242846124,0.00207565944604319
"IFNA2","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.161333333333333,0.0155286242846124,0.00250528471791747
"IFNA21","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.142333333333333,0.0155286242846124,0.00221024085650984
"IFNA1","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.142333333333333,0.0155286242846124,0.00221024085650984
"IFNA17","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.133666666666667,0.0155286242846124,0.00207565944604319
"IFNA16","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.142333333333333,0.0155286242846124,0.00221024085650984
"IFNA14","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.142333333333333,0.0155286242846124,0.00221024085650984
"IFNA10","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.142333333333333,0.0155286242846124,0.00221024085650984
"JAK1","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.195666666666667,0.0098975947808112,0.00193662937877872
"TLR3","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.163666666666667,0.0139973127738964,0.00229089352399437
"TICAM1","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.176666666666667,0.0131967930410816,0.00233143343725775
"RIPK1","UBA52",NA,NA,NA,"controls-transport-of & controls-state-change-of",NA,0.178666666666667,0.0125195771459034,0.00223683111673473
"TLR4","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.145666666666667,0.0111978502191171,0.00163115351525139
"KAT5","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.352,0.00808135229794045,0.00284463600887504
"EREG","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.147,0.0097464775894345,0.00143273220564687
"EPGN","UBA52",NA,NA,NA,"controls-state-change-of",NA,0.198333333333333,0.0155286242846124,0.00307984381644813
"USP9X","UBA52",NA,NA,NA,"in-complex-with",NA,0.308,0.0211619477845242,0.00651787991763347
"USP1","UBA52",NA,NA,NA,"in-complex-with",NA,0.391,0.0122178562499719,0.004777181793739
"USP15","UBA52",NA,NA,NA,"in-complex-with",NA,0.376666666666667,0.016881394379732,0.00635865854969905
"UCHL5","UBA52",NA,NA,NA,"in-complex-with",NA,0.496333333333333,0.0186630836985285,0.00926311054236963
"UBE2V1","UBA52",NA,NA,NA,"in-complex-with",NA,0.395,0.00834638476393557,0.00329682198175455
"UBE2S","UBA52",NA,NA,NA,"in-complex-with",NA,0.578333333333333,0.0098975947808112,0.00572410898156914
"UBE2N","UBA52",NA,NA,NA,"in-complex-with",NA,0.427666666666667,0.00580581488102546,0.00248295349745189
"UBE2L6","UBA52",NA,NA,NA,"in-complex-with",NA,0.680333333333333,0.0098975947808112,0.00673366364921188
"UBE2E1","UBA52",NA,NA,NA,"in-complex-with",NA,0.657666666666667,0.00816687163503105,0.00537107924530542
"UBE2D3","UBA52",NA,NA,NA,"in-complex-with & controls-state-change-of",NA,0.582666666666667,0.00920457618009961,0.00536319972093804
"UBE2D2","UBA52",NA,NA,NA,"in-complex-with & controls-state-change-of",NA,0.709333333333333,0.00885267789745639,0.00627949952192907
"UBE2D1","UBA52",NA,NA,NA,"in-complex-with & controls-state-change-of",NA,0.549,0.00825516470518083,0.00453208542314428
"UBE2C","UBA52",NA,NA,NA,"in-complex-with",NA,0.496,0.0098975947808112,0.00490920701128235
"UBC","UBA52",NA,NA,NA,"in-complex-with",NA,0.69,0.00369987385495134,0.00255291295991642
"UBB","UBA52",NA,NA,NA,"in-complex-with",NA,0.432666666666667,0.00369987385495134,0.00160081208790894
"IL13RA1","TYK2",NA,NA,NA,NA,"directed_stimulation",0.524333333333333,0.0857492925712544,0.0449612124048611
"MCL1","TYK2",NA,NA,NA,"controls-expression-of",NA,0.298333333333333,0.076696498884737,0.0228811221672799
"IL22RA1","TYK2",NA,NA,NA,"controls-state-change-of",NA,0.685333333333333,0.0857492925712544,0.058766848508833
"IL10RA","TYK2",NA,NA,NA,"controls-state-change-of",NA,0.437333333333333,0.076696498884737,0.0335419355122583
"IFNAR2","TYK2",NA,NA,NA,NA,"directed_stimulation",0.569,0.0318464877649241,0.0181206515382418
"IFNAR1","TYK2",NA,NA,NA,"controls-state-change-of","directed_stimulation",0.550333333333333,0.0365636212063565,0.0201221795372315
"JAK1","TYK2",NA,NA,NA,NA,"directed_stimulation",0.566666666666667,0.0303169531295416,0.0171796067734069
"PTPN11","TYK2",NA,NA,NA,"controls-state-change-of",NA,0.314333333333333,0.0308020551816849,0.00968211267877628
"KRAS","TYK2",NA,NA,NA,"controls-state-change-of & controls-phosphorylation-of",NA,0.345333333333333,0.0350070021007002,0.0120890847254418
"UBC","TYK2",NA,NA,NA,"controls-state-change-of",NA,0.299,0.0113329455013901,0.00338855070491563
"UBB","TYK2",NA,NA,NA,"controls-state-change-of",NA,0.271,0.0113329455013901,0.00307122823087671
"UBA52","TYK2",NA,NA,NA,"controls-state-change-of",NA,0.377,0.00960207734608156,0.00361998315947275
"EP300","TXNIP",NA,NA,NA,"controls-state-change-of",NA,0.152666666666667,0.0693375245281536,0.0105855287446315
"TXN","TXNIP",NA,NA,NA,"controls-state-change-of",NA,0.149666666666667,0.166666666666667,0.0249444444444444
"TP53","TWIST1",NA,NA,NA,NA,"directed_stimulation",0.466666666666667,0.0432337701167117,0.0201757593877988
"PRKACG","TULP3",NA,NA,NA,"controls-state-change-of",NA,0.195333333333333,0.577350269189626,0.112775752581707
"PRKACB","TULP3",NA,NA,NA,"controls-state-change-of",NA,0.391,0.408248290463863,0.15962508157137
"PRKACA","TULP3",NA,NA,NA,"controls-state-change-of",NA,0.267,0.0680413817439772,0.0181670489256419
"YWHAG","TUBB4B",NA,NA,NA,"in-complex-with",NA,0.127,0.0462250163521024,0.00587057707671701
"YWHAE","TUBB4B",NA,NA,NA,"in-complex-with",NA,0.154333333333333,0.0377425678048199,0.0058249362978772
"YWHAG","TUBB4A",NA,NA,NA,"in-complex-with",NA,0.148333333333333,0.077151674981046,0.0114441651221885
"YWHAE","TUBB4A",NA,NA,NA,"in-complex-with",NA,0.172333333333333,0.0629940788348712,0.0108559795858761
"TUBB4B","TUBB4A",NA,NA,NA,"in-complex-with",NA,0.622333333333333,0.0427960492510913,0.0266334079839291
"TUBB6","TUBAL3",NA,NA,NA,"in-complex-with",NA,0.797666666666667,0.0641500299099584,0.0511703405248435
"TUBB4B","TUBAL3",NA,NA,NA,"in-complex-with",NA,0.653333333333333,0.0533760512683624,0.0348723534953301
"TUBB4A","TUBAL3",NA,NA,NA,"in-complex-with",NA,0.731333333333333,0.0890870806374748,0.0651523516395399
"TUBB3","TUBAL3",NA,NA,NA,"in-complex-with",NA,0.578,0.105409255338946,0.0609265495859108
"TUBB2B","TUBAL3",NA,NA,NA,"in-complex-with",NA,0.585666666666667,0.105409255338946,0.061734687210176
"TUBB2A","TUBAL3",NA,NA,NA,"in-complex-with",NA,0.653666666666667,0.105409255338946,0.0689025165732244
"TUBB1","TUBAL3",NA,NA,NA,"in-complex-with",NA,0.797666666666667,0.105409255338946,0.0840814493420326
"TUBB6","TUBA4B",NA,NA,NA,"in-complex-with",NA,0.756333333333333,0.0641500299099584,0.0485188059552319
"TUBB4B","TUBA4B",NA,NA,NA,"in-complex-with",NA,0.628666666666667,0.0533760512683624,0.0335557442307105
"TUBB4A","TUBA4B",NA,NA,NA,"in-complex-with",NA,0.704333333333333,0.0890870806374748,0.0627470004623281
"TUBB3","TUBA4B",NA,NA,NA,"in-complex-with",NA,0.569,0.105409255338946,0.0599778662878603
"TUBB2B","TUBA4B",NA,NA,NA,"in-complex-with",NA,0.577,0.105409255338946,0.0608211403305718
"TUBB2A","TUBA4B",NA,NA,NA,"in-complex-with",NA,0.629666666666667,0.105409255338946,0.0663726944450896
"TUBB1","TUBA4B",NA,NA,NA,"in-complex-with",NA,0.756333333333333,0.105409255338946,0.0797245334546895
"YWHAG","TUBA4A",NA,NA,NA,"in-complex-with",NA,0.095,0.077151674981046,0.00732940912319937
"YWHAE","TUBA4A",NA,NA,NA,"in-complex-with",NA,0.126333333333333,0.0629940788348712,0.00795825195947206
"TUBB6","TUBA4A",NA,NA,NA,"in-complex-with",NA,0.797666666666667,0.051434449987364,0.041027546273254
"TUBB4B","TUBA4A",NA,NA,NA,"in-complex-with",NA,0.653333333333333,0.0427960492510913,0.027960085510713
"TUBB4A","TUBA4A",NA,NA,NA,"in-complex-with",NA,0.731333333333333,0.0714285714285714,0.0522380952380952
"TUBB3","TUBA4A",NA,NA,NA,"in-complex-with",NA,0.578,0.0845154254728517,0.0488499159233083
"TUBB2B","TUBA4A",NA,NA,NA,"in-complex-with",NA,0.585666666666667,0.0845154254728517,0.0494978675186001
"TUBB2A","TUBA4A",NA,NA,NA,"in-complex-with",NA,0.653666666666667,0.0845154254728517,0.055244916450754
"TUBB1","TUBA4A",NA,NA,NA,"in-complex-with",NA,0.797666666666667,0.0845154254728517,0.0674151377188447
"TUBB6","TUBA3E",NA,NA,NA,"in-complex-with",NA,0.756333333333333,0.0533760512683624,0.0403700867759714
"TUBB4B","TUBA3E",NA,NA,NA,"in-complex-with",NA,0.628666666666667,0.0444115591684328,0.0279200668638881
"TUBB4A","TUBA3E",NA,NA,NA,"in-complex-with",NA,0.704333333333333,0.0741249316661101,0.0522086602034969
"TUBB3","TUBA3E",NA,NA,NA,"in-complex-with",NA,0.569,0.0877058019307029,0.04990460129857
"TUBB2B","TUBA3E",NA,NA,NA,"in-complex-with",NA,0.577,0.0877058019307029,0.0506062477140156
"TUBB2A","TUBA3E",NA,NA,NA,"in-complex-with",NA,0.629666666666667,0.0877058019307029,0.0552254199490326
"TUBB1","TUBA3E",NA,NA,NA,"in-complex-with",NA,0.756333333333333,0.0877058019307029,0.0663348215269216
"TUBB6","TUBA3D",NA,NA,NA,"in-complex-with",NA,0.797666666666667,0.0641500299099584,0.0511703405248435
"TUBB4B","TUBA3D",NA,NA,NA,"in-complex-with",NA,0.653333333333333,0.0533760512683624,0.0348723534953301
"TUBB4A","TUBA3D",NA,NA,NA,"in-complex-with",NA,0.731333333333333,0.0890870806374748,0.0651523516395399
"TUBB3","TUBA3D",NA,NA,NA,"in-complex-with",NA,0.578,0.105409255338946,0.0609265495859108
"TUBB2B","TUBA3D",NA,NA,NA,"in-complex-with",NA,0.585666666666667,0.105409255338946,0.061734687210176
"TUBB2A","TUBA3D",NA,NA,NA,"in-complex-with",NA,0.653666666666667,0.105409255338946,0.0689025165732244
"TUBB1","TUBA3D",NA,NA,NA,"in-complex-with",NA,0.797666666666667,0.105409255338946,0.0840814493420326
"TUBB6","TUBA3C",NA,NA,NA,"in-complex-with",NA,0.797666666666667,0.0641500299099584,0.0511703405248435
"TUBB4B","TUBA3C",NA,NA,NA,"in-complex-with",NA,0.653333333333333,0.0533760512683624,0.0348723534953301
"TUBB4A","TUBA3C",NA,NA,NA,"in-complex-with",NA,0.731333333333333,0.0890870806374748,0.0651523516395399
"TUBB3","TUBA3C",NA,NA,NA,"in-complex-with",NA,0.578,0.105409255338946,0.0609265495859108
"TUBB2B","TUBA3C",NA,NA,NA,"in-complex-with",NA,0.585666666666667,0.105409255338946,0.061734687210176
"TUBB2A","TUBA3C",NA,NA,NA,"in-complex-with",NA,0.653666666666667,0.105409255338946,0.0689025165732244
"TUBB1","TUBA3C",NA,NA,NA,"in-complex-with",NA,0.797666666666667,0.105409255338946,0.0840814493420326
"TUBB6","TUBA1C",NA,NA,NA,"in-complex-with",NA,0.585333333333333,0.0641500299099584,0.037549150840629
"TUBB4B","TUBA1C",NA,NA,NA,"in-complex-with",NA,0.523666666666667,0.0533760512683624,0.0279512588475324
"TUBB4A","TUBA1C",NA,NA,NA,"in-complex-with",NA,0.570666666666667,0.0890870806374748,0.0508390273504523
"TUBB3","TUBA1C",NA,NA,NA,"in-complex-with",NA,0.487,0.105409255338946,0.0513343073500667
"TUBB2B","TUBA1C",NA,NA,NA,"in-complex-with",NA,0.566666666666667,0.105409255338946,0.0597319113587361
"TUBB2A","TUBA1C",NA,NA,NA,"in-complex-with",NA,0.557333333333333,0.105409255338946,0.0587480916422392
"TUBB1","TUBA1C",NA,NA,NA,"in-complex-with",NA,0.585333333333333,0.105409255338946,0.0616995507917297
"TUBB6","TUBA1B",NA,NA,NA,"in-complex-with",NA,0.585333333333333,0.0410304969931109,0.0240165175733009
"TUBB4B","TUBA1B",NA,NA,NA,"in-complex-with",NA,0.523666666666667,0.0341394370999459,0.017877685228005
"TUBB4A","TUBA1B",NA,NA,NA,"in-complex-with",NA,0.570666666666667,0.056980288229819,0.0325167511498167
"TUBB3","TUBA1B",NA,NA,NA,"in-complex-with",NA,0.487,0.0674199862463242,0.0328335333019599
"TUBB2B","TUBA1B",NA,NA,NA,"in-complex-with",NA,0.566666666666667,0.0674199862463242,0.0382046588729171
"TUBB2A","TUBA1B",NA,NA,NA,"in-complex-with",NA,0.557333333333333,0.0674199862463242,0.0375754056679514
"TUBB1","TUBA1B",NA,NA,NA,"in-complex-with",NA,0.585333333333333,0.0674199862463242,0.0394631652828484
"YWHAG","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.166333333333333,0.0392837100659193,0.00653419044096458
"YWHAE","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.232,0.0320750149549792,0.00744140346955518
"TUBB6","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.585333333333333,0.0261891400439462,0.0153293766390565
"TUBB4B","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.523666666666667,0.0217906816820204,0.011411053640818
"TUBB4A","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.570666666666667,0.0363696483726654,0.0207549460046677
"TUBB3","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.487,0.0430331482911935,0.0209571432178112
"TUBB2B","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.566666666666667,0.0430331482911935,0.024385450698343
"TUBB2A","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.557333333333333,0.0430331482911935,0.0239838079809585
"TUBB1","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.585333333333333,0.0430331482911935,0.0251887361331119
"TUBA4A","TUBA1A",NA,NA,NA,"in-complex-with",NA,0.585333333333333,0.0363696483726654,0.0212883675141335
"PPARA","TGS1",NA,NA,NA,"controls-expression-of",NA,0.129,0.062622429108515,0.00807829335499843
"INHBB","TGFBR3",NA,NA,NA,"controls-transport-of & controls-state-change-of",NA,0.378,0.204124145231932,0.0771589268976701
"INHBA","TGFBR3",NA,NA,NA,"controls-transport-of & controls-state-change-of",NA,0.436666666666667,0.204124145231932,0.0891342100846101
"FGF2","TGFBR3",NA,NA,NA,"controls-state-change-of & controls-transport-of",NA,0.472666666666667,0.0656532164298613,0.0310320869658478
"ZFYVE9","TGFBR2",NA,NA,NA,"in-complex-with",NA,0.144,0.077151674981046,0.0111098411972706
"TRAF6","TGFBR2",NA,NA,NA,NA,"directed_stimulation",0.375,0.0400320384512718,0.0150120144192269
"SRC","TGFBR2",NA,NA,NA,NA,"directed_stimulation",0.398333333333333,0.0181130889000555,0.00721504707852209
"USP15","TGFBR2",NA,NA,NA,"in-complex-with",NA,0.253666666666667,0.0615457454896664,0.0156121041058787
"UCHL5","TGFBR2",NA,NA,NA,"in-complex-with",NA,0.152333333333333,0.0680413817439772,0.0103649704856659
"UBC","TGFBR2",NA,NA,NA,"in-complex-with",NA,0.092,0.0134889031971256,0.00124097909413556
"UBB","TGFBR2",NA,NA,NA,"in-complex-with",NA,0.305,0.0134889031971256,0.00411411547512332
"UBA52","TGFBR2",NA,NA,NA,"in-complex-with",NA,0.125666666666667,0.0114287580220624,0.0014362139247725
"TGFBR3","TGFBR2",NA,NA,NA,"in-complex-with","directed",0.574,0.0721687836487032,0.0414248818143556
"ZFYVE9","TGFBR1",NA,NA,NA,"in-complex-with",NA,0.184666666666667,0.0890870806374748,0.016451414224387
"SMURF1","TGFBR1",NA,NA,NA,NA,"directed",0.391666666666667,0.0833333333333333,0.0326388888888889
"TRAF6","TGFBR1",NA,NA,NA,NA,"directed_stimulation",0.408,0.0462250163521024,0.0188598066716578
"USP15","TGFBR1",NA,NA,NA,"in-complex-with",NA,0.266666666666667,0.0710669054518702,0.0189511747871654
"UCHL5","TGFBR1",NA,NA,NA,"in-complex-with",NA,0.197,0.0785674201318386,0.0154777817659722
"UBC","TGFBR1",NA,NA,NA,"in-complex-with",NA,0.0976666666666667,0.0155756437838666,0.00152122120955764
"UBB","TGFBR1",NA,NA,NA,"in-complex-with",NA,0.345666666666667,0.0155756437838666,0.00538398086795655
"UBA52","TGFBR1",NA,NA,NA,"in-complex-with",NA,0.126666666666667,0.0131967930410816,0.00167159378520367
"TGFBR3","TGFBR1",NA,NA,NA,"controls-state-change-of",NA,0.587,0.0833333333333333,0.0489166666666667
"TGFBR2","TGFBR1",NA,NA,NA,"controls-state-change-of","directed_stimulation",0.584,0.0481125224324688,0.0280977131005618
"ZFYVE9","TGFB1",NA,NA,NA,"in-complex-with",NA,0.203666666666667,0.0657951694959769,0.013400282854014
"ITGB1","TGFB1",NA,NA,NA,NA,"directed",0.423,0.0268607654675127,0.0113621037927579
"EP300","TGFB1",NA,NA,NA,"controls-state-change-of",NA,0.451333333333333,0.0241402274792634,0.0108952893356409
"PPARG","TGFB1",NA,NA,NA,"controls-expression-of",NA,0.563666666666667,0.0449466574975495,0.0253349326094521
"MMP2","TGFB1",NA,NA,NA,NA,"directed_stimulation",0.352666666666667,0.0870388279778489,0.0306956933335214
"USP15","TGFB1",NA,NA,NA,"in-complex-with",NA,0.286666666666667,0.0524863881081478,0.0150460979243357
"UCHL5","TGFB1",NA,NA,NA,"in-complex-with",NA,0.238666666666667,0.0580258853185659,0.0138488446293644
"UBC","TGFB1",NA,NA,NA,"in-complex-with",NA,0.11,0.0115033752979147,0.00126537128277062
"UBB","TGFB1",NA,NA,NA,"in-complex-with",NA,0.309,0.0115033752979147,0.00355454296705564
"UBA52","TGFB1",NA,NA,NA,"in-complex-with",NA,0.140333333333333,0.0097464775894345,0.00136775568838397
"TGFBR3","TGFB1",NA,NA,NA,"in-complex-with","directed_stimulation",0.474333333333333,0.0615457454896664,0.0291931986105984
"TGFBR2","TGFB1",NA,NA,NA,"in-complex-with","directed & directed_stimulation",0.495666666666667,0.0355334527259351,0.0176127480678218
"TGFBR1","TGFB1",NA,NA,NA,"in-complex-with & controls-state-change-of","directed_stimulation",0.601333333333333,0.0410304969931109,0.0246730055251907
"LCK","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.348,0.0229900244935851,0.00800052852376763
"GAB2","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.456,0.0262431940540739,0.0119668964886577
"FOS","TGFA",NA,NA,NA,"controls-expression-of",NA,0.351666666666667,0.0365636212063565,0.012858206790902
"AKT3","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.504333333333333,0.0238365647311398,0.0120215741460715
"TRIM24","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.223666666666667,0.0241402274792634,0.00539936421286191
"FGF2","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.374,0.0279946255477927,0.0104699899548745
"SOS1","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.448666666666667,0.0211100165460375,0.0094713607569888
"ERBB4","TGFA",NA,NA,NA,NA,"directed",0.375666666666667,0.0533001790889026,0.0200231006110644
"SRC","TGFA",NA,NA,NA,"controls-state-change-of & controls-phosphorylation-of",NA,0.375666666666667,0.0133774027136942,0.00502544428611111
"PTK2","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.398333333333333,0.0219899748566771,0.00875933998457639
"NCK1","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.4,0.0284901441149095,0.0113960576459638
"FYN","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.322,0.0171802033186012,0.0055320254685896
"KRAS","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.551,0.0307728727448332,0.0169558528824031
"HRAS","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.498666666666667,0.0254823595718813,0.0127072033065115
"GRB2","TGFA",NA,NA,NA,"controls-state-change-of",NA,0.459333333333333,0.0161627045958809,0.00742406897770796
"UBC","TGFA",NA,NA,NA,"in-complex-with",NA,0.158,0.0099622152372605,0.00157403000748716
"UBB","TGFA",NA,NA,NA,"in-complex-with",NA,0.303,0.0099622152372605,0.00301855121688993
"UBA52","TGFA",NA,NA,NA,"in-complex-with",NA,0.205,0.00844069718986599,0.00173034292392253
"MYC","TFDP2",NA,NA,NA,"controls-expression-of",NA,0.287,0.0163430112615153,0.0046904442320549
"RBL1","TFDP2",NA,NA,NA,"controls-expression-of",NA,0.307,0.0462250163521024,0.0141910800200954
"PMAIP1","TFDP2",NA,NA,NA,"controls-expression-of",NA,0.173333333333333,0.0800640769025436,0.0138777733297742
"TP53","TFDP2",NA,NA,NA,"in-complex-with",NA,0.266,0.0154801729206894,0.00411772599690338
"MYC","TFDP1",NA,NA,NA,"controls-expression-of",NA,0.337666666666667,0.0157485197087178,0.00531775015497704
"PMAIP1","TFDP1",NA,NA,NA,"controls-expression-of",NA,0.198333333333333,0.077151674981046,0.0153017488712408
"TP53","TFDP1",NA,NA,NA,"in-complex-with",NA,0.311666666666667,0.0149170678790337,0.00464915282229884
"MYC","TCF7L2",NA,NA,NA,"controls-expression-of",NA,0.467,0.0112708704333429,0.00526349649237114
"CTNNB1","TCF7L2",NA,NA,NA,NA,"directed_stimulation",0.508333333333333,0.0147570334025239,0.00750149197961631
"MYC","TCF7L1",NA,NA,NA,"controls-expression-of",NA,0.338666666666667,0.0120281306081172,0.00407352689928236
"CTNNB1","TCF7",NA,NA,NA,NA,"directed_stimulation",0.333666666666667,0.01553424415003,0.00518325946472668
"ID2","TCF3",NA,NA,NA,NA,"directed_stimulation",0.444666666666667,0.160128153805087,0.0712036523919954
"ID1","TCF3",NA,NA,NA,NA,"directed_stimulation",0.483,0.160128153805087,0.0773418982878571
"TP53","TBP",NA,NA,NA,"controls-state-change-of & controls-phosphorylation-of",NA,0.214333333333333,0.00986671297454823,0.00211476548087817
"PPARA","TBL1XR1",NA,NA,NA,"controls-expression-of",NA,0.372,0.0288675134594813,0.010738715006927
"TGS1","TBL1XR1",NA,NA,NA,"in-complex-with",NA,0.238333333333333,0.027116307227332,0.0064627198891808
"PPARA","TBL1X",NA,NA,NA,"controls-expression-of",NA,0.368333333333333,0.0260820265478651,0.00960687977846363
"TGS1","TBL1X",NA,NA,NA,"in-complex-with",NA,0.204666666666667,0.0244997978775013,0.00501429196559526
"TBL1XR1","TBL1X",NA,NA,NA,"in-complex-with",NA,0.708333333333333,0.0112938487863156,0.00799980955697358
"TRIM25","TBK1",NA,NA,NA,"in-complex-with",NA,0.433333333333333,0.0597614304667197,0.0258966198689119
"STING1","TBK1",NA,NA,NA,NA,"directed_stimulation",0.546,0.0845154254728517,0.046145422308177
"TRAF3","TBK1",NA,NA,NA,"in-complex-with",NA,0.534,0.0845154254728517,0.0451312372025028
"TRAF2","TBK1",NA,NA,NA,"controls-transport-of & controls-state-change-of & in-complex-with","directed",0.487666666666667,0.0331496772065898,0.0161659925844136
"TLR3","TBK1",NA,NA,NA,"in-complex-with",NA,0.595333333333333,0.0422577127364258,0.0251574249824188
"TICAM1","TBK1",NA,NA,NA,"in-complex-with","directed",0.475,0.0398409536444798,0.0189244529811279
"RIPK1","TBK1",NA,NA,NA,"controls-transport-of & controls-state-change-of",NA,0.494333333333333,0.0377964473009227,0.0186840437824228
"IKBKE","TBK1",NA,NA,NA,NA,"directed_stimulation",0.500666666666667,0.0509647191437626,0.0255163360513105
"IKBKG","TBK1",NA,NA,NA,NA,"directed",0.567333333333333,0.0352453688425121,0.0199958725899852
"IKBKB","TBK1",NA,NA,NA,NA,"directed_stimulation",0.541666666666667,0.0270665980980383,0.0146610739697708
"HSP90AB1","TBK1",NA,NA,NA,NA,"directed",0.393666666666667,0.0509647191437626,0.0200631111029279
"RELA","TBK1",NA,NA,NA,NA,"directed_stimulation",0.489666666666667,0.0298807152333598,0.0146315902259352
"TLR4","TBK1",NA,NA,NA,"in-complex-with",NA,0.528333333333333,0.0338061701891407,0.0178609265832626
"TRAF6","TBK1",NA,NA,NA,"in-complex-with",NA,0.499666666666667,0.0331496772065898,0.0165637887108927
"HSP90AA1","TBK1",NA,NA,NA,NA,"directed",0.446,0.0345032779671177,0.0153884619733345
"TNF","TBK1",NA,NA,NA,"controls-transport-of & in-complex-with & controls-state-change-of",NA,0.446666666666667,0.0398409536444798,0.017795625961201
"IRF7","TBK1",NA,NA,NA,"controls-state-change-of","directed_stimulation",0.566,0.0487950036474267,0.0276179720644435
"IRF3","TBK1",NA,NA,NA,"controls-state-change-of","directed_stimulation",0.579333333333333,0.0597614304667197,0.0346217887170529
"TRAF2","TAB3",NA,NA,NA,"in-complex-with",NA,0.333666666666667,0.0427960492510913,0.0142796151001141
"TLR3","TAB3",NA,NA,NA,"in-complex-with",NA,0.258666666666667,0.0545544725589981,0.0141114235685942
"TICAM1","TAB3",NA,NA,NA,"in-complex-with",NA,0.358666666666667,0.051434449987364,0.0184478227288012
"IKBKG","TAB3",NA,NA,NA,"controls-state-change-of",NA,0.349666666666667,0.045501575519329,0.0159103842399254
"IKBKB","TAB3",NA,NA,NA,"controls-phosphorylation-of & controls-state-change-of",NA,0.284666666666667,0.0349428278907306,0.00994705833956131
"CHUK","TAB3",NA,NA,NA,"controls-state-change-of",NA,0.287666666666667,0.0349428278907306,0.0100518868232335
"TLR4","TAB3",NA,NA,NA,"in-complex-with",NA,0.231333333333333,0.0436435780471985,0.0100962143882519
