nes_SW2	fdr_SW2	nes_SW3	fdr_SW3	nes_SW4	fdr_SW4	nes_SW5	fdr_SW5	nes_SW6	fdr_SW6	nes_SW7	fdr_SW7	nes_SW8	fdr_SW8	nes_SW9	fdr_SW9	nes_SW10	fdr_SW10	nes_SW11	fdr_SW11	nes_SW12	fdr_SW12	nes_SW13	fdr_SW13
E2F1	3.99128140481233	0.000421685658370645	0.507209547264655	0.854229267610745	2.70081325924404	0.122910059942973	0.916133038091705	0.680876516638329	-3.49094573777762	0.0158833618947103	4.44227302755318	0.000257026509576289	-0.809716221814542	0.661519592984453	-1.32775152306373	0.552780619178625	3.51677129270146	0.0150206720342681	0.441415776062651	0.992648160101677	4.94825791557117	5.22742913006898e-05	1.22230353012029	0.376381998302919
E2F2	0.931783999418742	0.489063410774925	-2.34761815964557	0.229709796175954	1.36018910918808	0.489523052966747	-0.660643857556831	0.795886790722741	-2.50726422784749	0.116954100846112	2.70685304255013	0.0856402508328951	0.192450865603065	0.923961439063423	-0.541211944073238	0.895251678445927	1.44521867038189	0.591027335053309	0.00675180539173535	0.99530981670994	1.11321583886482	0.484315972107991	-1.20640989546335	0.378340578726066
E2F3	0.658601138208187	0.616990032704136	-2.42902898097854	0.194287967305118	2.41329617791279	0.189308191274867	-1.86405352651156	0.304961166042871	-2.04601652389363	0.2353586522013	2.88136252455981	0.0571667141953592	-0.491006426373354	0.840995349205024	-1.59346082026172	0.534461095337403	2.23112775723308	0.185540051031159	-0.220589035361744	0.992648160101677	1.8603181577423	0.183664759615549	-1.28913540376256	0.344114382741171
E2F4	0.731967695068397	0.585942590150443	-1.01827430412911	0.680509217936836	2.00763492845653	0.21503260654804	-1.34161169122363	0.461286295840613	-2.16940739728369	0.192832177143476	4.01412747109208	0.00137828683531056	-2.61825893564949	0.0620447961672062	1.2380207571538	0.62285790201384	2.75051239533546	0.0979885813270646	-0.263128859370571	0.992648160101677	3.83666455134132	0.00205782457788056	-1.2874650834583	0.344114382741171
E2F5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
E2F6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
E2F7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
E2F8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
E4F1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EBF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EBF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EBF3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EGR1	5.61391166969384	3.26375305048034e-07	0.712610227589559	0.794071336434877	1.59218745279305	0.372755632869931	1.74004538573085	0.304961166042871	-0.729633958853104	0.778082485328814	1.49394880931465	0.41090340672989	3.5339987229409	0.0103453995293204	-2.17348108917734	0.361625972409588	0.961712228908185	0.812330433651024	-0.664250135445609	0.992648160101677	2.83416888253603	0.0279297504674151	3.16901330624081	0.0108207703548753
EGR2	1.96808194883301	0.107928940800865	-0.738823097254366	0.789381878983027	-0.269083380920403	0.911026724065206	1.62425843428083	0.341451921518123	-0.434169642104006	0.881736633446316	0.10932778619768	0.958589633909085	1.4462289729371	0.384428097360871	-1.09912112449455	0.690666184393116	0.497142831967832	0.922583902502681	0.177092622855661	0.992648160101677	2.0362017933232	0.13388405886042	1.42066455599609	0.303276923170872
EGR3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EGR4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EID1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EID2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELF1	2.76289355039365	0.0186398935967825	0.798440072820939	0.776287367879147	-0.0994772271971582	0.94953309852563	1.63992150899722	0.341451921518123	-0.405655377389807	0.885307960536269	0.117992140035495	0.958589633909085	1.30037159176799	0.445211333290463	-0.754274477798816	0.837504253705562	0.0196028771416786	0.997263408608624	0.0114950075456776	0.99530981670994	-0.0611685461737555	0.984651475254813	1.53059054589302	0.269804730579767
ELF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELF3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELF4	3.29665484767153	0.00410943379708555	-0.78380031026804	0.781713550000009	1.29670230080201	0.511175798181066	1.92083304863736	0.304961166042871	1.15726592829733	0.576715368429739	0.124340090719908	0.958589633909085	-0.147499896683209	0.944020993806407	0.559988659896145	0.895251678445927	0.731069733933608	0.875174267703647	-0.899524974729555	0.992648160101677	2.98693120783562	0.0197255186740547	3.00218847399754	0.0151021131844002
ELF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELK1	1.69965209426957	0.176105683792574	0.0293281603198281	0.988258957645932	0.31091480828064	0.903654175736419	-0.625696561000495	0.795886790722741	-3.05637903149083	0.0323440220398764	1.74626491042709	0.322694790900928	1.80788375735208	0.266052166351825	0.450919396476471	0.90337590385945	-0.112323140101871	0.997263408608624	-0.249487305136902	0.992648160101677	1.98069090275747	0.144757814388256	-2.5694663338016	0.0452472530116743
ELK3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELK4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EMX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EMX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENO1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EOMES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EP300	0.900638456771769	0.502706000504615	-0.469412372210978	0.86798237305586	-0.776756322051975	0.721549208501524	-0.161013669123211	0.929310426900567	0.20469818537948	0.960466845785038	-0.800370393217832	0.714070284592298	-0.0391911219096804	0.9807844567697	0.13020536577959	0.958654223711171	-0.040128509698154	0.997263408608624	-1.37252080937438	0.992648160101677	2.40459170045594	0.0690454579702275	-0.258348772190672	0.859382336190513
EPAS1	1.77844587549227	0.156769198491131	0.388770254011894	0.91999376729026	-0.451197528201647	0.841210620775281	1.61320965132471	0.34184245067459	0.683298902786612	0.778082485328814	-1.06534093728882	0.587357961228553	1.36968968506138	0.415274268214515	-1.81086896955298	0.506475707497646	-0.48622952099933	0.922583902502681	1.3814147708262	0.992648160101677	-0.180343131453354	0.931043429455239	0.0453185207420079	0.972271359030956
ERF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERG	3.41767860748603	0.00280565665472498	-0.979440460700178	0.700191786312411	1.27312372359531	0.515242052286874	0.649160400060467	0.795886790722741	2.29197187188513	0.174502707773732	-1.09458952131758	0.585406420678829	2.55360224563426	0.0696444253181824	-0.176413210095738	0.945966259990721	-2.21596002096444	0.185540051031159	0.409421832691836	0.992648160101677	0.819826428448956	0.606171154178054	2.52961478539829	0.0462761152021643
ESR1	4.1532550612192	0.000236615492273767	-0.669983182374054	0.808984851796371	0.883405526298468	0.675123834005428	3.84694820027133	0.00394674200618807	0.397496032235654	0.885307960536269	-0.692059981985415	0.765274721436376	-0.273175431288887	0.883049277029669	-1.44120559770005	0.552780619178625	2.70711433171901	0.0979885813270646	-0.512803185423997	0.992648160101677	3.00921353814988	0.0189077073865175	1.60751373942308	0.242082881889984
ESR2	3.31292519212106	0.0039494870358318	0.827718041367513	0.772872129719347	-1.15730484245007	0.550021371523169	2.12829199278533	0.236347932342414	1.58356504308682	0.388372217543318	-1.312719739025	0.465139151703169	0.612881151432721	0.760546269225156	0.0864908384088973	0.982094114763467	0.465306036997658	0.925447505237747	-0.681483402209757	0.992648160101677	1.4478762343171	0.321769199487517	2.0544375093089	0.122994766679638
ESRRA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ESRRB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ESRRG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ESX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETS1	7.02404029325334	6.22379271575225e-11	1.04665411513935	0.668675096645307	2.22371387472217	0.189308191274867	1.76181373467163	0.304961166042871	-1.35203910786929	0.484997713648571	2.61359197590002	0.0864596996978921	4.1286457753408	0.00140488833285201	-0.463346712705419	0.90337590385945	1.60426454582555	0.473575072439271	-0.716781563348112	0.992648160101677	4.11219698506929	0.000905315975864617	3.9575120853202	0.00109341622092455
ETS2	4.48015439341374	6.38150889061931e-05	-2.14900375060764	0.260981346740017	2.79840647304384	0.103201590701737	1.7521142968792	0.304961166042871	-0.932877363604827	0.723842847688703	1.14994921853167	0.555654479655213	4.73877350555737	0.000124171549780558	-0.665414846491056	0.864772128199673	-0.310292565922065	0.943643377014614	-0.290797792774976	0.992648160101677	1.05662946480974	0.504866527065392	2.55052348939432	0.0460123234571045
ETV1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETV2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETV3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETV4	3.51469351119561	0.00207551981989689	-2.00932910456385	0.321250568734763	2.21728252359931	0.189308191274867	1.51209726342726	0.376845086708136	0.441055324533693	0.880167343068159	-0.157883551963239	0.957444157150938	3.48472771680108	0.0103453995293204	0.656778213354726	0.864772128199673	0.887326083745989	0.83271805401165	-0.81642527503396	0.992648160101677	2.71498357360252	0.0386242345739136	4.94944588068615	1.71921908248659e-05
ETV5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETV6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETV7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EVX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EVX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EWSR1	0.675814680205858	0.610082382500255	-1.24503838226738	0.607779941632462	0.00105167120711374	0.999160887935481	-0.193065721954654	0.922103641854861	0.569070064300172	0.827108710301744	-1.20960907366192	0.533725346180427	0.420587568665585	0.861676931193189	-1.56868537078431	0.550257411081894	0.0967906025971496	0.997263408608624	0.96128592895556	0.992648160101677	-1.10379368488428	0.484315972107991	0.70773648961245	0.611459441239201
EZH2	0.854967692566711	0.521169234199069	0.695979448507727	0.796936402607583	-0.290158937418834	0.903654175736419	1.99694198050309	0.271463417603314	1.81095654496274	0.311617127869001	-1.31648663732452	0.465139151703169	0.462016546982873	0.847720815444425	-0.322846416086953	0.923404211885298	0.722819938531595	0.875174267703647	-0.138718227030584	0.99530981670994	2.17780634633887	0.1045557787513	0.509594977741201	0.719323679381067
FAM170A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FERD3L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FEV	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FEZF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FEZF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FGF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FHL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FIGLA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FIZ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FLI1	3.22854898783838	0.0050422820618927	-0.158108073559208	0.956400047030013	1.42238458212895	0.477056764768087	0.260735065342029	0.903855005335784	0.0387617090927999	0.982496131956455	-0.0503488244268764	0.968715928886137	3.42190157877067	0.0119705776866249	-0.508803227520378	0.90337590385945	0.349670010969521	0.93475641062523	-0.0794650608290939	0.99530981670994	0.818504655945709	0.606171154178054	3.25981459348913	0.00990501931996244
FLYWCH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOS	5.17340595146314	3.12345764682226e-06	1.08935496553416	0.654722921420344	0.842247660743212	0.681667553454363	0.578346317667411	0.809607417214412	-0.712720514674645	0.778082485328814	2.31751631105074	0.144936127831381	2.29972112130285	0.11454286212779	-1.39662177684831	0.552780619178625	2.42805810780792	0.132202305013628	-0.384116017993536	0.992648160101677	3.98335383737363	0.00130802728153783	3.14878446921036	0.0108207703548753
FOSB	2.24902064705818	0.0608826145693094	0.0429539579720991	0.988258957645932	0.104805895026671	0.949409826242409	0.643675004339397	0.795886790722741	-1.50410027827158	0.413788266816276	1.4328182965157	0.423129124587302	1.2357753676486	0.46019258564584	-1.36064544391836	0.552780619178625	1.22364654071354	0.700175441426116	0.481862472569934	0.992648160101677	1.35012804598632	0.352424181277613	2.4429228870753	0.0551705625588095
FOSL1	1.27683319868416	0.328054393188923	-0.391957270764532	0.91999376729026	-0.053711230519784	0.966921618281892	-0.687080810353787	0.795886790722741	-0.762643205860355	0.778082485328814	0.225114703983335	0.932039161455802	0.321700804584465	0.872292596300198	-0.193965614360705	0.944010067247366	1.74914563068332	0.403074156587527	0.655361406823466	0.992648160101677	-1.43613861920842	0.322892871198536	-0.0545800213052213	0.969058227503676
FOSL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXA1	-0.144107680092384	0.929686212200315	0.225939260177854	0.944646291754153	-0.0467207272700405	0.966921618281892	-1.60711960341291	0.34184245067459	0.118953056238164	0.960466845785038	0.620799392068398	0.784025383998134	-0.786677221421616	0.668924593545645	0.289941174499599	0.923404211885298	0.372939512104066	0.93475641062523	-0.379510491411092	0.992648160101677	0.7534583293998	0.643341477847325	-1.11508543292315	0.421875799024536
FOXA2	-0.271126130345506	0.856763772407019	-2.87682456210036	0.109946410840631	2.55869274177601	0.17335982214391	-0.683364129349983	0.795886790722741	1.25646755177013	0.54277548488792	-0.485586176386472	0.827983991251827	0.716288877310704	0.697138862781019	1.05088624702549	0.705779202986003	-1.93740873890161	0.311142669177635	0.54438331791866	0.992648160101677	1.36853104935104	0.343780045169063	-0.745875092448948	0.59749854704511
FOXA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXE1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXI1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXI3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXJ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXJ2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXJ3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXK2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXM1	1.27223846877163	0.328388959284095	-0.245870625694042	0.944646291754153	0.629612353111276	0.769309995539381	-0.88919875936752	0.702195432908211	-1.83184244020397	0.311617127869001	2.61270706305511	0.0864596996978921	-0.811372748958251	0.661519592984453	1.61363200979839	0.534461095337403	0.307712049824759	0.943643377014614	-3.62077247756171	0.0339252066335077	1.3343263128444	0.356148904617382	-2.99424685842152	0.015131778684988
FOXN1	0.669512304565198	0.611747250614436	-0.336105189445338	0.91999376729026	0.238667170783217	0.923275906117771	-0.690211550499554	0.795886790722741	-1.64724902506558	0.371769838439563	1.15102544453089	0.555654479655213	1.52213205761447	0.362354728501788	-2.17770908022976	0.361625972409588	0.440261805019653	0.927206604812381	-0.8028054337204	0.992648160101677	-0.788672555259045	0.621250551787042	0.990141681992786	0.48315730868187
FOXN3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXN4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXO1	0.876911537152591	0.511066937240488	-1.68300336999737	0.443660314814411	-2.30005395321989	0.189308191274867	1.81647366885519	0.304961166042871	2.76362115275275	0.0694992273569832	-1.89616671457625	0.278826639691612	0.088504621271696	0.952197227858159	-2.51037355933356	0.214303149405718	1.46779451707773	0.578187419617445	-0.674883809784662	0.992648160101677	-0.0172474297088676	0.994730042014329	1.71832907590394	0.207092973018883
FOXO3	0.329429462959417	0.819918585581832	-1.49089136745041	0.517867878505762	-0.904339465375402	0.665380814536965	0.464263430139598	0.835001854971834	1.39596833569101	0.475605808900198	-0.831669634896448	0.703122964954464	1.10244000551666	0.517108004541304	-1.72607884767026	0.512657258419868	0.188141601018177	0.977745598287943	-2.33602488138441	0.778948934349305	-0.371890061647674	0.832508410387183	0.710260264290907	0.611459441239201
FOXO4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXO6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXP3	2.5087769646693	0.034550171410339	0.229711068551584	0.944646291754153	-0.172089732477376	0.92957292113974	-0.169194370511424	0.929310426900567	-0.160462991269832	0.960466845785038	0.584779653329777	0.794921187400606	0.577589947951129	0.784204637741497	-0.0582477956008998	0.983349726497607	-0.273940805154404	0.95256254702474	0.33782154073403	0.992648160101677	-0.0125265142877204	0.994730042014329	1.67433640886005	0.218212293490845
FOXP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXQ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FOXS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FUS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GABPA	0.999622413657436	0.458380911511774	-0.257170770710311	0.944646291754153	-0.604539684666628	0.773049143257925	-0.403677597304835	0.843456954337646	0.738673790622497	0.778082485328814	-0.290887803392715	0.910687584812993	0.776282746961614	0.673876368929428	0.0984207031162659	0.976555928738707	0.658809462750239	0.899502911664372	-0.990971418827372	0.992648160101677	0.952890042661384	0.564182254632172	-0.13437061978447	0.916925766611607
GATA1	2.38683023750225	0.0451228939304796	1.36849520957179	0.571699907186552	-0.252403117483423	0.915685704752885	-0.00428555881074455	0.996580629257199	0.909619928151926	0.724683758914583	-0.241426054852508	0.932039161455802	-1.78092488499645	0.266270937522052	1.05624514655073	0.705779202986003	1.46592168686026	0.578187419617445	0.0347724247234792	0.99530981670994	-0.196352751563403	0.924365741006688	1.26527562799558	0.354727289257126
GATA2	3.08510776973419	0.00770549386257193	-2.02971157339249	0.315843064513419	0.656710126769164	0.767702593205569	0.633591344579301	0.795886790722741	1.08562044003688	0.628788687285862	-0.727251385845322	0.738997436441354	1.61200066175148	0.329442330829814	-1.49729012599251	0.552780619178625	0.898507520438148	0.83271805401165	-0.86228738699104	0.992648160101677	-0.146110100773713	0.939807323836054	2.62394089908006	0.0393691334520193
GATA3	1.20969962411176	0.355762273685499	-0.361337093435962	0.91999376729026	1.30713262870923	0.511175798181066	1.29713637655133	0.483322212070032	-0.674719232638552	0.778954810152655	-0.818835673464144	0.706483854608923	1.88723528290987	0.251627026353167	-1.33147150401523	0.552780619178625	0.650072465781187	0.899502911664372	0.657418837028049	0.992648160101677	-0.298767944623116	0.86638261087499	1.20882526068686	0.378340578726066
GATA4	1.5722991659068	0.219414377525607	-1.681450831039	0.443660314814411	0.516017020465315	0.803993786333201	1.21331733589996	0.530377219577798	1.9263221338536	0.265719611447816	-1.9853782832418	0.24728760145303	2.86651560579001	0.0383476351977846	-0.563018851077784	0.895251678445927	0.373130092937982	0.93475641062523	-0.93741714162277	0.992648160101677	0.263521739101798	0.888204297411348	2.79232915735425	0.0268627812369632
GATA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GATA6	3.11388755938174	0.00710863382866376	-1.16221594502222	0.623919944673733	1.64826564586485	0.34754359892629	0.547899105240661	0.818439854369107	0.916210313157195	0.724683758914583	0.294447722183281	0.910687584812993	0.0290363137166064	0.98108274006674	1.72707421070947	0.512657258419868	1.01956856900899	0.808044973531591	-0.227905188265897	0.992648160101677	-0.758255506139234	0.643210228521517	2.54254237947183	0.0462206870004734
GATAD2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GBX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GFI1	-0.0652532914827351	0.956251565367329	-1.21853788301889	0.620018202790083	-0.743872288337228	0.727974581792798	-0.242135241263461	0.911017783285366	0.151675929019009	0.960466845785038	-0.499284282021617	0.825733624553008	0.909944373641382	0.611815887227082	-1.08084443081636	0.697441722197147	-0.763784590307591	0.875174267703647	-0.239662540638432	0.992648160101677	-2.13158579818969	0.11224192258083	-0.376351131344497	0.796280518433575
GFI1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GLI1	3.2458195269951	0.00483091358479295	-2.53290299980682	0.194287967305118	3.04122765309667	0.0698271006144617	0.528857459863479	0.825658090857213	0.87532263868658	0.7421462487864	-0.931242990922289	0.647694122702107	0.118042802816907	0.947030745155428	0.646287326221219	0.864772128199673	-0.163339857993822	0.985014881125444	1.15289463063343	0.992648160101677	-0.0904636323685648	0.965856234578431	2.64561676593967	0.0384412941202025
GLI2	1.25408735654379	0.334249441359303	-0.0254417589714771	0.988258957645932	0.140562565412186	0.941541161973106	1.74226479744564	0.304961166042871	-1.03205990731988	0.653782416484618	0.313531061372894	0.90700853736118	0.996417023224435	0.57578115278927	-0.744092523688232	0.837504253705562	0.374383130486297	0.93475641062523	0.337905577138944	0.992648160101677	2.04400538427077	0.133241500287291	-0.620948264887312	0.646598828431647
GLI3	0.535251647271773	0.677534272058472	-0.58706863265656	0.814614246381616	1.15032578545181	0.550021371523169	-0.588126179848945	0.809607417214412	-0.0975619574483391	0.968394140596428	0.613336542358521	0.784025383998134	0.454384212898111	0.847720815444425	-0.317338416243579	0.923404211885298	-0.850536306290841	0.847913298002012	0.269315361754917	0.992648160101677	2.21128649840567	0.0990586803005966	1.09169288677918	0.432092748674176
GLIS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GLIS3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GMEB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GRHL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GRHL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GRHL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GSC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GSC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GSX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GSX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GTF2A1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GTF2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GTF2F1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GTF2I	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GTF2IRD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GTF3A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GZF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HAND1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HAND2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
