nes_SW2	fdr_SW2	nes_SW3	fdr_SW3	nes_SW4	fdr_SW4	nes_SW5	fdr_SW5	nes_SW6	fdr_SW6	nes_SW7	fdr_SW7	nes_SW8	fdr_SW8	nes_SW9	fdr_SW9	nes_SW10	fdr_SW10	nes_SW11	fdr_SW11	nes_SW12	fdr_SW12	nes_SW13	fdr_SW13
LHX9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LIMD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LIN28A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LITAF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LMO1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LMO2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LMO3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LMO4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LMX1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LMX1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LRRFIP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LYAR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LYL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAF	1.5426671194964	0.228972348325544	-1.67291306017424	0.443660314814411	0.579115588178462	0.787515655597276	0.579294294608187	0.809607417214412	1.3759737264556	0.475605808900198	-0.936117759115234	0.647694122702107	2.11464023185998	0.156086346518023	-1.1730309766985	0.662154305425675	0.212868729208132	0.97256555404458	-0.815793243828104	0.992648160101677	1.1829797522137	0.444754201249617	1.57640770085535	0.252850124527941
MAFA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAFB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAFF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAFG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAFK	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAML1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAML2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAX	2.36618648943485	0.0466474361060863	-0.899057142684647	0.753555166730822	-0.267661514571873	0.911026724065206	-0.237301646195681	0.911017783285366	-0.0393291965558477	0.982496131956455	1.43111850453919	0.423129124587302	1.08584296860859	0.521249570179347	-0.378284352318958	0.919859290837767	1.16002063727011	0.710441666226041	1.12197136262063	0.992648160101677	0.803509897237515	0.612629548092854	0.467974006203103	0.746437041621876
MAZ	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MBD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MBD2	0.317901920419151	0.825615269413363	-0.473455324795357	0.86798237305586	0.262791139684857	0.911026724065206	0.597459157442424	0.809531212826093	0.131917568876919	0.960466845785038	-0.475305297744912	0.832872315963928	2.45238941377186	0.0840549722123346	-1.7875578240745	0.512657258419868	0.289665889929713	0.943643377014614	0.778227372724899	0.992648160101677	1.02997416408213	0.522373976974065	-0.0136628866711465	0.993399362971375
MBD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MECOM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MECP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEF2A	2.41803781905789	0.0424074009358328	0.822439023428781	0.772872129719347	-0.326394810022667	0.903654175736419	4.69497291121811	0.000307971575493449	4.82574703285234	0.000161098773459317	-6.42858664993232	1.48759181617101e-08	1.73874720559286	0.282454803397307	-0.155338003760712	0.955896587220363	0.569168008715069	0.916345835692911	1.30202351539659	0.992648160101677	-1.38091107993341	0.341631425869295	-0.315121402108134	0.827936427124358
MEF2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEF2C	0.0828702159539296	0.951264679110614	-1.72538225173908	0.432224608818386	1.11031976161973	0.56555001065032	3.92703644000347	0.00339836574623292	3.39978362037949	0.0173093941991463	-4.69912798939097	0.000100590752296179	0.814853128570606	0.661519592984453	1.62601117977208	0.534461095337403	-0.668898976983917	0.899502911664372	0.0335289886258297	0.99530981670994	-0.880397401376344	0.575439333752748	1.10846135374807	0.423493598226047
MEF2D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEIS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEIS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEIS3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEOX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MESP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MESP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MGA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MID2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MIER1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MITF	1.40637193976484	0.277223808815296	0.0715525573921303	0.976026237627025	0.84316467021628	0.681667553454363	1.56059613255712	0.355857215583546	0.626982293349109	0.790870738641049	0.509251903035648	0.824812742223838	1.38846328441819	0.414283478525205	-0.039256719653073	0.984948760923242	0.414412649378666	0.93475641062523	-0.473680237288721	0.992648160101677	0.581018477536223	0.728335213920766	1.9208161164355	0.150575958297825
MIXL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MKX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLXIP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLXIPL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MNT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MNX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MRTFA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSGN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTA1	0.686958983040606	0.607898829402506	-0.923060955094723	0.734199346233223	0.952557248616565	0.626538442050719	0.621855951915954	0.795886790722741	-1.57904375715413	0.388372217543318	1.25961594301983	0.500037858933703	0.974982671343669	0.585618505120855	-0.317192653295183	0.923404211885298	0.905402201056227	0.83271805401165	-0.136958949860884	0.99530981670994	0.894349426190569	0.567762757271514	1.33209209333089	0.329950886011127
MTA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MUC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXI1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYB	5.11477683448755	3.8189418537889e-06	-0.147094095949058	0.956400047030013	1.69443427434418	0.325503512038861	-0.283120616536389	0.897532456789185	1.17566745625096	0.576715368429739	0.0282828155420938	0.981686310616901	2.65117998006848	0.0597701961870802	-1.14310898365852	0.679551891286757	2.15918884559082	0.197861247417506	-1.71561759425462	0.992648160101677	2.3018922414629	0.0864882231203175	2.75484263467088	0.0291481789980412
MYBBP1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYBL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYBL2	0.700751150512855	0.603669588424281	-2.99461761015782	0.0906804015793046	0.754159957079409	0.727077392304958	0.159863523621228	0.929310426900567	0.739262820089204	0.778082485328814	0.304495739405766	0.910535259200985	-0.137172722693706	0.944020993806407	1.90159740535721	0.455817224560243	-0.366229301087445	0.93475641062523	-0.856640449328854	0.992648160101677	0.596845946471183	0.721485071468107	-0.763124936350588	0.59078000167237
MYC	3.78963971216596	0.000850000788490135	0.307466222555968	0.936956418353873	-3.73919921875477	0.0184391317994627	1.03292606646015	0.627734173979757	0.660104282739659	0.778954810152655	6.90141922178155	1.18931610134541e-09	-5.16679525565511	2.75053875715117e-05	-0.300523365358372	0.923404211885298	1.68851819861585	0.421860509273787	-1.76089309766491	0.992648160101677	7.76337642515296	1.91031679755232e-12	0.930186335467432	0.512405995651725
MYCL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYCN	1.53089699395987	0.231604825128311	0.0671658330290751	0.976026237627025	2.08877562848892	0.202003588892636	1.12232134412923	0.570364789544773	-2.72583949686143	0.0711075231631354	2.6226143632409	0.0864596996978921	1.82079952807715	0.266052166351825	-1.3578823590196	0.552780619178625	0.788969609281599	0.875174267703647	0.190950635385444	0.992648160101677	1.46940862323462	0.314786342735082	0.798567783559097	0.570168536042944
MYF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYF6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYOCD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYOD1	1.75919947596765	0.160562648505926	-1.29346662664312	0.590865740522412	0.80065427535833	0.70352266538334	2.86237434512709	0.0539615938432086	3.30982134008745	0.0196046631123809	-4.11892031030217	0.000977006152890632	0.848573401959719	0.65359587553501	-0.912767022448736	0.780143316160035	1.18501427431798	0.700175441426116	0.20572718581691	0.992648160101677	-1.6297495657349	0.245656442708185	-0.356431058378353	0.801300988747823
MYOG	0.221224272974736	0.88630704273526	-1.08536226285689	0.654722921420344	0.534716558799061	0.796205789765583	3.23464211309096	0.0234455936007285	4.66720179766996	0.000235103653080298	-6.03763437369627	1.20420237761156e-07	1.26167299341526	0.46019258564584	-1.31498037032734	0.558298864544218	0.0742683811783793	0.997263408608624	0.454896006632492	0.992648160101677	-1.84192924743586	0.183664759615549	0.259626918914798	0.859382336190513
MYRF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYT1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYT1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MZF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NAB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NAB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NACC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NACC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NANOG	1.16812072181604	0.378899424558485	-0.340952824768905	0.91999376729026	1.21375865249174	0.533455598252505	1.76495679879276	0.304961166042871	-1.55432032939574	0.396356487931493	0.987104196204398	0.617765707127585	1.87349189268673	0.251627026353167	-0.376257497909352	0.919859290837767	0.0605808656653738	0.997263408608624	0.537645816096162	0.992648160101677	-1.40026133177228	0.3390136589585	0.367770851013706	0.799578584416399
NANOGP8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCOA1	0.19390381568235	0.90501864008416	-0.74607868827771	0.789381878983027	-0.402470443537097	0.872390330550416	-2.07417328440867	0.241132168550345	-1.81356047963077	0.311617127869001	2.65090284633266	0.0864596996978921	0.372149107690026	0.863387527770729	-0.93279737576597	0.769034900885046	0.103056638286764	0.997263408608624	-0.684694377187558	0.992648160101677	0.939761874410774	0.567762757271514	-1.53562042958205	0.269804730579767
NCOA2	-1.33897410260136	0.306718919029168	-0.175376147913745	0.955966936474193	1.07332887637338	0.589203133158986	-0.446177937410269	0.835001854971834	-0.702788923705031	0.778082485328814	0.116392772813028	0.958589633909085	0.841758565763586	0.655193178371748	-1.03427012236516	0.716255966739159	-0.060459695651461	0.997263408608624	-0.641686945434323	0.992648160101677	0.921434294111856	0.567762757271514	-1.35642846949827	0.324953165677196
NCOA3	1.30145601420763	0.316359269292717	-0.380968091776859	0.91999376729026	1.90489083098463	0.244001063339542	-0.437850064661849	0.835001854971834	-1.59038767632011	0.388372217543318	2.44317044010915	0.124559133410264	0.166617648078204	0.936598034753541	-1.11838266810645	0.690666184393116	1.63600087354053	0.461272597187346	0.0137355304951215	0.99530981670994	2.66412660173846	0.0415335346107884	-1.3903430704806	0.312978587575688
NCOA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCOA6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCOR1	-1.06426540585289	0.425289487117748	-1.47345611980004	0.517867878505762	1.15312819575486	0.550021371523169	0.816986041332601	0.729918393745859	0.267390000698265	0.920697047131136	-0.276146287081843	0.912841662061939	1.17902910967654	0.48304650054886	0.384283408785143	0.919859290837767	-0.543117601769818	0.922505310961374	-0.916547699338056	0.992648160101677	1.10993599195347	0.484315972107991	-0.486797527328887	0.734511782082687
NCOR2	-1.54415168069258	0.228972348325544	-3.48807202677105	0.0374618089539459	0.509076837492155	0.803993786333201	-2.76400675572818	0.0594832115259019	-2.49326678823816	0.116954100846112	1.78420036253014	0.312442676433189	-0.877050445241255	0.636855682616559	0.43610387907402	0.90590458475839	0.0549480344821795	0.997263408608624	-1.75020883577637	0.992648160101677	1.40979413679628	0.336116610187735	-3.47366733564545	0.00515629283750261
NDN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD1	0.0345562537090026	0.97666155724011	-0.0302455245190111	0.988258957645932	1.28879001924703	0.512537341114063	0.244381770198434	0.911017783285366	0.924285380851612	0.724683758914583	-1.42601110629837	0.423129124587302	1.18085818741194	0.48304650054886	1.09828372097149	0.690666184393116	-1.12050225914003	0.748610513448554	0.520292742014424	0.992648160101677	0.832848299254901	0.606171154178054	-0.564052698806257	0.681948040736661
NEUROD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROG3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFAT5	3.83231337737633	0.000756845790386709	1.52479622511276	0.507044728213751	0.656034807297468	0.767702593205569	0.826789071365113	0.728901035961685	0.529396604884106	0.83910084343845	0.649044186498966	0.769468177439237	0.198222399202731	0.923961439063423	1.01210919304874	0.716497794911049	0.765310266248044	0.875174267703647	0.910002924786535	0.992648160101677	2.28064933086981	0.0898876985577326	2.62762051095481	0.0393691334520193
NFATC1	2.77102543661945	0.018440420241086	-1.7900340927439	0.403966369442563	2.30629301203041	0.189308191274867	1.02690283515626	0.627961577038214	-1.64590955776526	0.371769838439563	-0.543637046145405	0.816419767469026	2.21978120282435	0.12721181313381	-1.14755477452693	0.679551891286757	0.347279142588847	0.93475641062523	-1.26169417857555	0.992648160101677	1.51949854270254	0.294839248480787	1.52219340857991	0.271182611554844
NFATC2	1.80974833001382	0.147703130354805	-0.815344606088631	0.772872129719347	1.44215371393715	0.46593016793186	0.31764670944559	0.884328558193862	-0.14376703695729	0.960466845785038	1.1648780947487	0.552743008760786	2.54737488049453	0.0696444253181824	-1.02037760635697	0.716497794911049	0.00884067850797055	0.997263408608624	-1.07298212715388	0.992648160101677	2.4899687752223	0.0598137757466297	2.66355266740212	0.037210397772996
NFATC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFATC4	0.113120511264865	0.938370482906736	-0.181529331055981	0.955329771898379	1.76392938496238	0.299313894945689	-1.42433433831773	0.434814432150346	-0.449210328647642	0.877370148383643	-1.70245556438597	0.336322569197243	1.27333334932766	0.459508319499806	0.44449586937628	0.90337590385945	-1.0456589733639	0.808001393704754	-0.478779641887618	0.992648160101677	-0.329857361698106	0.852180539714361	-0.14273784090771	0.914200268410676
NFE2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFE2L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFE2L2	3.46095291755826	0.00243803262367543	0.0405974475896981	0.988258957645932	-1.94043053974248	0.237012287220466	-1.36423148550851	0.458003226526263	1.46637361444544	0.431385877766923	2.34980290177825	0.144631828146921	-4.23969901726554	0.0010340469397797	0.0714412515854572	0.983349726497607	2.21171339846127	0.185540051031159	-2.14228679772017	0.992648160101677	4.03182170526792	0.00116226955968036	-2.15379976390765	0.10314439819672
NFE2L3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFIA	-0.122285446856838	0.936842251316782	-1.82247089344387	0.403966369442563	-0.688674222243467	0.751175746092195	-0.924764332083641	0.679706745403455	1.62227520079774	0.378061949244795	-0.184193147264747	0.951594372424459	0.103803997269226	0.952197227858159	0.146125000785488	0.955896587220363	-0.0312782424862867	0.997263408608624	-1.6527395794704	0.992648160101677	2.1553653854396	0.107340021001981	-0.187509266353238	0.889779972573582
NFIB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFIC	-0.160740684672263	0.924315393757824	-2.47086200733354	0.194287967305118	0.858680510928283	0.681667553454363	-0.385482750147271	0.850906474581669	0.476428124617146	0.86627651977989	-0.511599489250295	0.824812742223838	1.24394053059886	0.46019258564584	0.211120278757584	0.944010067247366	-0.512448587133073	0.922583902502681	-0.719072512431161	0.992648160101677	0.658281815443862	0.693485182452695	0.63388344986331	0.642208744895761
NFIL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFIX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFKB	9.10466496398193	9.99457322938533e-18	0.252175235135457	0.944646291754153	2.97439557012732	0.0698271006144617	3.27510418194584	0.0231998937579185	-0.749153777020786	0.778082485328814	2.30437156150498	0.144936127831381	2.48987965323852	0.0797801310752101	-2.37323067226291	0.271552014673049	4.78319634717146	0.000199271509532792	-0.412415741661146	0.992648160101677	4.9112052988813	5.22742913006898e-05	5.39857185864285	2.58617831655646e-06
NFKB1	9.00830081656793	1.61140720107155e-17	0.608728566625806	0.814614246381616	3.67326677561738	0.0184391317994627	3.9207624596386	0.00339836574623292	-2.98260790182836	0.0366781650944221	1.58927053776801	0.374954269791291	3.84555584487087	0.00396922236839254	-0.376401545663831	0.919859290837767	4.3422649865362	0.0010858640084549	0.209167801634875	0.992648160101677	4.811829197487	6.90944760488923e-05	6.09951593760163	6.89156239673158e-08
NFKB2	3.67929761084148	0.00120056968055241	0.357331284590702	0.91999376729026	1.82681747366001	0.27447346131134	2.7954326483772	0.0594832115259019	-2.3915047637068	0.143557655366558	1.50143560680789	0.410388224680447	1.37788947346789	0.415274268214515	-0.59431266246718	0.895251678445927	0.832168159132438	0.858968273283068	-0.0393426702533209	0.99530981670994	3.47222604715402	0.00662407284917857	3.05961364455041	0.0133345113898406
NFKBIB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFKBIE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFKBIZ	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFYA	1.43195351021527	0.269517588637233	-0.76691618937114	0.789381878983027	2.21668974117968	0.189308191274867	-0.602913162927063	0.809338794887996	-0.523814158923289	0.83910084343845	2.02190802853091	0.243315422443759	-1.07044771193518	0.52984289846604	2.76640414947774	0.178819626803022	-0.0739922052213923	0.997263408608624	1.07561296654498	0.992648160101677	1.77022238578796	0.209184131157218	-0.205332059021546	0.886591390617869
NFYB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFYC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NHLH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NHLH2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKRF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX2-1	2.12901491589604	0.0775903948265041	1.16324727587437	0.623919944673733	1.38690373615062	0.481069153621051	-1.7280669702631	0.307912800676352	-1.6722453053131	0.371769838439563	0.6222724841003	0.784025383998134	1.18410273739409	0.48304650054886	0.283063189853798	0.923404211885298	-0.41769978836217	0.93475641062523	1.34205681283095	0.992648160101677	-0.0900776972283834	0.965856234578431	0.774177210553704	0.585946859644847
NKX2-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX2-3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX2-5	0.60035136592124	0.646177823477562	0.218518209996337	0.944646291754153	0.391903897679088	0.873600088039692	2.06853051169971	0.241132168550345	3.23811062738116	0.0213806744893807	-4.6262901264169	0.000122850330101343	2.67866754307766	0.0588777124169096	-0.820771251082222	0.818883144028813	0.10766747574684	0.997263408608624	-0.194620970901332	0.992648160101677	-2.89589081078723	0.0249535391778277	1.35367384020268	0.324953165677196
NKX2-6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX2-8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX3-1	2.64935195833745	0.0241938888279968	1.17992822872607	0.623919944673733	0.491809139499158	0.808310884876783	0.576508041180304	0.809607417214412	0.167728704406761	0.960466845785038	0.653872776042378	0.769468177439237	-0.29350494289948	0.879556768601039	-0.652995602758581	0.864772128199673	2.2318326656228	0.185540051031159	-1.09046556145402	0.992648160101677	0.273488405363942	0.883972549783797	1.43856144975455	0.296696430211222
NKX3-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX6-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX6-2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NKX6-3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NME2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NOBOX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NONO	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NOTCH1	1.11862041786014	0.400149915799709	-0.295841194855481	0.942862577059876	1.03443103144987	0.604486230787447	1.59324103995172	0.346831290790463	-0.142595164709222	0.960466845785038	-0.602599789194851	0.789406349428322	-0.000808261386010544	0.999355100789226	-0.830907157253689	0.818883144028813	-0.348965355440181	0.93475641062523	0.117055117207398	0.99530981670994	-0.910029678166838	0.567762757271514	1.8120891199852	0.179595896559297
NOTO	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPAS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPAS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPAS3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPAS4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NPM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR0B1	0.779135636506399	0.566268636088431	-1.46914072096777	0.517867878505762	0.140134152516393	0.941541161973106	-1.74068630619042	0.304961166042871	-1.17820588990496	0.576715368429739	0.762585628304144	0.727719547966295	0.307644983432432	0.876296682868457	1.10337475653223	0.690666184393116	0.0461047909230871	0.997263408608624	1.73195489638858	0.992648160101677	-0.0363361763006183	0.991084975094581	-1.45706084329972	0.290335294693388
