nes_SW2	fdr_SW2	nes_SW3	fdr_SW3	nes_SW4	fdr_SW4	nes_SW5	fdr_SW5	nes_SW6	fdr_SW6	nes_SW7	fdr_SW7	nes_SW8	fdr_SW8	nes_SW9	fdr_SW9	nes_SW10	fdr_SW10	nes_SW11	fdr_SW11	nes_SW12	fdr_SW12	nes_SW13	fdr_SW13
MAFB	1.22160261937504	0.468172981648608	0.0657032750164465	0.986396694810996	0.750306295213163	0.745916468181469	2.13622791393448	0.374230667089732	0.68931775584966	0.85011909749942	-0.607200239196521	0.83758708133692	1.92836744905214	0.277214692199193	0.266619641113103	0.946888161384669	0.555767583390058	0.984160960676065	-1.15124015987383	1	0.0871742447929927	0.971948130731352	1.46074594118447	0.396828678629253
MAFF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAFG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAFK	2.40389016566595	0.0843233323957707	0.634799434894822	0.912232997210406	-0.104535475150509	0.963882314289825	1.73705204480598	0.511097819915283	0.325577041259304	0.990029086590788	-0.374434733271877	0.914021905429815	0.843704403828944	0.674003739170244	-0.158073146924457	0.972779452179384	2.04883728033408	0.471250792848392	0.0558845122741434	1	1.79817423881948	0.41465057033837	2.21464500384492	0.144435720954001
MAML1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAML2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MAX	1.29962949534518	0.434149410345931	0.759991846826299	0.859532143644394	-0.478840795440072	0.848125445865532	0.0416387513333402	0.998025526047799	0.850596409074498	0.815267689422217	0.511941767489098	0.870760997875095	0.0114206250614514	0.994334424134467	-0.508877391733132	0.906133366863671	1.28609509862119	0.754484800673415	0.997278479204232	1	0.930437113171419	0.791595393329067	-0.440382863779174	0.876827953367076
MAZ	2.13851755039671	0.12922715343638	0.321646602645795	0.986396694810996	0.788782319072936	0.73738633224799	0.541970498072057	0.876441872608789	-0.341791030509981	0.987280350803361	-0.242050944829084	0.941209447843707	1.01152935866688	0.620261543011167	2.52722817133364	0.368532411504983	0.293389250271447	0.984160960676065	0.259024299468843	1	1.39317104671009	0.604992167064308	-0.0572101829635076	0.985832094259283
MBD1	0.222671696460816	0.908847849030497	-0.163297653227437	0.986396694810996	-0.314444729624185	0.926434952945506	0.00332219148585223	0.999846362425986	-0.48680365697832	0.941425364029755	1.61642931239557	0.6178068683766	-0.89633877267063	0.663141184968139	-1.1401349120998	0.74282940294869	0.675922305743148	0.966358776809727	0.0605375119048861	1	0.727107973686706	0.861894322106321	0.194574811552586	0.968970912102829
MBD2	-0.111578609406678	0.955239253863488	-0.302748002254522	0.986396694810996	0.928490022636599	0.68061353451789	-0.791818569919909	0.816498176123531	-0.117584873255651	0.999122648376062	0.0549143728334914	0.979984467327943	2.38954145406966	0.13720858640144	-0.901672763492473	0.808748582443788	0.0170357146613943	0.991563566876979	0.800889129048999	1	0.232323825313796	0.933276862639004	-0.103679372028855	0.979552643059149
MBD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MECOM	2.01331296062233	0.163045833199534	0.346420809915134	0.9831576245368	0.243084925582473	0.928647717544605	1.21983408983906	0.700885719866332	0.261349993805866	0.990029086590788	0.822873149097206	0.814105625393975	1.78664165224816	0.32344969914052	0.850118871575905	0.826320446867402	0.583872142838201	0.984160960676065	-0.425877707763685	1	-1.64920749301798	0.462951318294289	2.35674397963853	0.108201488853248
MECP2	-2.0941289047721	0.140371703543976	-1.31305799617745	0.761507123040415	-1.04832674946198	0.635645156460982	-1.76752362083327	0.502420391253003	1.1080070634608	0.727020958356748	-1.06890183430751	0.755657454010001	-1.75216419833124	0.324036608569962	1.84049864108318	0.58592259075733	-2.50091400550963	0.297811945989992	0.908695313913207	1	0.519083693490374	0.876234056516486	-1.34801929572016	0.438378375780188
MED1	-1.11481964295685	0.502981938428877	-0.0841141228122175	0.986396694810996	-2.32072070996593	0.225273252630426	0.0491924076081207	0.998025526047799	0.0508441704859074	0.999122648376062	0.172004729821341	0.948950528955325	-0.746982216629654	0.717425870165946	0.0843328798846256	0.972779452179384	1.12199582257576	0.83578836614164	-0.889771902868683	1	0.576909022996766	0.876234056516486	-0.167393306608148	0.971444584956449
MED12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEF2A	1.52123640386558	0.334713582791784	1.48066098512482	0.695896797768321	-0.830376145236035	0.725851974237429	3.54652952248758	0.0281533448941056	3.67330739427474	0.0307427718956808	-5.53645743018271	1.78091519840903e-05	1.45593157199036	0.435751770217945	0.451673465937819	0.912422194851595	0.546568937187382	0.984160960676065	0.885016962669742	1	-2.14977251022081	0.3129384350941	0.46519521650141	0.864368099554781
MEF2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEF2C	1.10488369726589	0.507627982786469	-0.99578841338156	0.844110885516957	0.78069425541177	0.73738633224799	2.84948538785203	0.132983367954869	3.64595380242173	0.0307427718956808	-5.04282513846151	0.000132337373955838	0.801269046132619	0.687484783373917	2.0136712159136	0.518641324942273	-0.218121917659932	0.984160960676065	-0.397031017687061	1	-1.70575268352764	0.438371209565669	1.00996215536599	0.605101491273587
MEF2D	0.472740372327501	0.796401709384074	-0.594283936143331	0.932510607632003	1.18857917228802	0.588553315578924	3.81428132111809	0.0185488450884481	0.320673763607941	0.990029086590788	-3.04339205723736	0.103827753335376	1.45582827413391	0.435751770217945	1.40961821384811	0.694781402279076	-0.471996601148303	0.984160960676065	0.128047503835975	1	-0.503153140080368	0.882518066405042	-0.651585656342319	0.78334380306898
MEIS1	-1.27123693331028	0.445086371493706	-0.792541944876971	0.859532143644394	0.754540275228573	0.745916468181469	-0.28100658033422	0.963803421146282	-0.90886286852604	0.788326284673946	-0.440118391481502	0.903541937235109	0.633367251102205	0.770315518920065	2.41894115796654	0.374226763690538	-2.25813359552697	0.393117201820068	-1.05796965495966	1	0.124780569044727	0.957094521646671	-0.15405165741208	0.977648826754181
MEIS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEIS3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MEOX2	-0.646560722870153	0.721830184906558	0.0378276674290649	0.988258237893494	0.289788140562162	0.926434952945506	-0.17193504490249	0.984650038143422	-1.16554978067197	0.696389075689276	0.840194384981973	0.807475882653536	-0.795317394762318	0.689214212559118	1.15755325076019	0.732359312106732	-0.0588971424341046	0.984160960676065	0.0342221348989887	1	1.87139906496394	0.392935643542406	-0.693284253641348	0.770579135169498
MESP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MESP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MGA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MID2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MIER1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MITF	1.14899393273636	0.491742327865761	0.422353241240305	0.957945765743956	1.27396376943042	0.552441034130372	1.19530792934525	0.700885719866332	1.60548251553524	0.573758519760101	0.0632857161463662	0.978873656384947	1.56209326390854	0.385533860299898	0.355437329287066	0.937914259160169	-0.122932860873576	0.984160960676065	-0.587012796377085	1	0.927414722656654	0.791595393329067	1.66702577082177	0.306160305083803
MIXL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MKX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLX	0.978458067323473	0.571505113856918	0.768511122968816	0.859532143644394	-0.303876213676462	0.926434952945506	2.03978303072415	0.374230667089732	0.552471211695829	0.912863607729144	0.358306242629337	0.917231485110345	-0.437087860128485	0.825057198968113	-0.836349782643679	0.836355594127339	-0.308951276510703	0.984160960676065	-0.848315431862258	1	0.202336495805318	0.936741236503475	2.12026906654315	0.16477646365632
MLXIP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLXIPL	0.185354971877114	0.931530604987199	-0.639123068491922	0.912232997210406	0.363004452707978	0.898867606587127	1.09267960473036	0.726111744711807	0.376139157277299	0.975287299348071	-0.709462563506746	0.825921413456247	0.967811347135184	0.640280798673232	-1.27652073021667	0.710988319526751	0.637379331593019	0.975088656723888	-1.70433752707034	1	0.7222509839215	0.861894322106321	1.95007721074141	0.215498621373219
MNT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MNX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MRTFA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSC	0.942296801440402	0.586905810563667	0.922000057979804	0.859532143644394	0.25462617393459	0.926457891717625	1.24130975752059	0.700885719866332	1.84890648372683	0.475762972553128	0.282600146170302	0.939481427107362	2.04192441136304	0.228353463859714	-1.18089548093043	0.725506510068062	0.269605609986732	0.984160960676065	-0.274447713707122	1	0.592615791689065	0.876234056516486	2.40231491798686	0.100003162754583
MSGN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSX1	1.62316251484248	0.294283140666864	-0.912005517851615	0.859532143644394	0.910471086904877	0.685918914790871	-0.439677086273011	0.911288677836669	-0.408867121641829	0.965396205744602	1.23199434531128	0.724718848107257	-0.862171496858465	0.67021316928796	-1.3623233791618	0.694781402279076	1.6621728255064	0.650835013708239	0.0558845122741434	1	1.60528999303515	0.473970532000096	1.60809369422988	0.329148459530063
MSX2	0.331991805578859	0.858993305246301	-0.957527949741498	0.848693861597746	0.0301570758901299	0.986196861439917	-0.0768692214136936	0.998025526047799	-0.411441462367478	0.965396205744602	1.36097165373859	0.701404377046353	-1.44053620025149	0.440744852797435	0.984930533673374	0.793761770905412	-0.969204426973939	0.880963991055028	-2.02681487063933	1	0.883054703806145	0.800919657589692	-2.04112370253806	0.190357068184519
MTA1	1.12881101757967	0.502124732169112	-0.731212901775877	0.878797581592327	0.502629416201632	0.845967907656612	-0.15104058228764	0.988278131286428	-2.00141910629854	0.394689633842553	0.842401194640047	0.807475882653536	1.83565306107766	0.299614881637055	-0.78747706701191	0.856550881326749	1.35453077033064	0.729217405369401	-0.168156993332778	1	0.416310175744719	0.893591608469401	0.39131302483572	0.903922316284399
MTA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTA3	-0.996455175442576	0.566399242269954	-1.64689868175708	0.652920564446844	0.269883983098262	0.926434952945506	0.193150987224484	0.977254193618142	-0.006106969896015	0.999122648376062	-0.892669446367004	0.807475882653536	-0.476500834876099	0.812330244202624	0.035009903686292	0.98681121242725	-1.00741298964777	0.857942535122541	0.0558845122741434	1	0.682230565437907	0.87283323026091	-1.77482919964991	0.262269579665486
MTF1	0.658489062697063	0.714561173395922	-0.97081093397309	0.844110885516957	-1.64516170498663	0.422390140518898	-1.23265563125125	0.700885719866332	0.17319521486896	0.991357245460945	0.960429947053596	0.801034799719232	-1.71710192468531	0.328823657346544	-1.23238589438523	0.719096880785923	0.710862116177014	0.952175510492023	-1.25461212563789	1	0.706929028458704	0.861894322106321	-1.49642597973958	0.380544747338473
MTF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MUC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXD1	-0.968463221532956	0.576590219404286	-0.865835302428157	0.859532143644394	-0.569668005067466	0.813947732733884	1.09004040050949	0.726111744711807	0.23357864897882	0.990029086590788	-0.626327548997102	0.83758708133692	0.769370289813645	0.707904504029997	0.047579345296616	0.98681121242725	-1.76259434987554	0.603949885771562	0.588500112505459	1	0.471285174506452	0.888138272409105	0.0467843977017079	0.985832094259283
MXD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXI1	-0.128400983932787	0.952295704989226	1.41456348929373	0.718567211187412	-1.69884677719658	0.402671161448839	-0.398569228527838	0.920325468423417	-0.367889890908998	0.979464833856786	1.34855978861258	0.701404377046353	-1.07355992971235	0.593827344694204	0.986430378092379	0.793761770905412	-0.241252806169652	0.984160960676065	0.045913811981584	1	1.00707998185351	0.754659117761721	-0.00819248549130097	0.999285321116847
MYB	4.31226916092102	0.000358600066605062	0.466070797328635	0.944066742312941	1.68383243213895	0.402671161448839	1.1210766685604	0.725704051033779	0.971125091701394	0.78361728246951	-0.949236846210243	0.802954193439166	3.83200247161	0.00564148266377197	-0.616022365986922	0.906133366863671	0.188478670899317	0.984160960676065	-2.14472340435879	1	1.15087173892283	0.694569591436562	3.6838294726599	0.00509881533987961
MYBBP1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYBL1	1.50767969147692	0.337574556938686	-0.791395191098542	0.859532143644394	1.13515986182933	0.613832157995139	0.400735641420228	0.920325468423417	1.08980206067756	0.732884601782046	-1.23040344188548	0.724718848107257	1.22999785731935	0.528237570507002	0.829325501602106	0.841551903179446	-1.66900806194723	0.650835013708239	0.0765230199693066	1	0.546277709218587	0.876234056516486	1.42925345440958	0.408425426110649
MYBL2	0.733595168447899	0.674908604148098	-2.12614574018952	0.437946743646144	-0.193473405850968	0.944838316527908	1.43039567199724	0.618875028517765	2.46475939353379	0.23267573183469	-1.7284121681589	0.569630389513786	0.870898716710002	0.67021316928796	1.57778412198048	0.671094553345144	-2.01156882589388	0.481908313393933	-1.289090049151	1	-0.690920980858253	0.866588866862398	0.375815808705042	0.910647460661433
MYC	3.44604995439616	0.00698348249191944	1.53481100766543	0.68621222086813	-3.47385845993524	0.0328910248299933	1.60913445683034	0.548462635210132	1.80036097505689	0.486542003911447	4.94933667205017	0.000143224551030178	-4.566599267833	0.000715047751158557	0.12771269217363	0.972779452179384	1.56354782893237	0.683946440716806	-2.99819712271177	0.391756963693497	7.11376809150159	6.51530087532529e-10	1.23321958527453	0.484532631554557
MYCL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYCN	2.26092324052501	0.103877531653921	0.808673928187085	0.859532143644394	0.757044354806291	0.745916468181469	1.23674276760911	0.700885719866332	-0.811797199723127	0.816297046378644	1.11137354335229	0.755657454010001	1.72139265546128	0.328823657346544	-0.557362845414724	0.906133366863671	0.265760000908956	0.984160960676065	-0.391658700699565	1	1.2395546368808	0.671004740588791	1.13409267423224	0.536768207183794
MYF5	0.594960487312056	0.752046712109639	-1.6404519121519	0.654222303562698	1.41696917967733	0.497355143835351	1.68390044304869	0.531999254837324	1.99209722130597	0.394689633842553	-1.97196691425486	0.452365016632344	0.719683590654322	0.732067906659951	-0.091381438091546	0.972779452179384	0.492032871826247	0.984160960676065	0.631821282124344	1	-1.85483728229978	0.394714323297477	1.08702695072079	0.557684210662416
MYF6	-0.62569578244951	0.734630298045035	-1.6686413741062	0.646161759567226	0.898946568480462	0.691015277672854	0.572316622358705	0.875323636039519	-0.345410043763025	0.986151277635494	-0.217676739087875	0.941209447843707	-0.749753715535852	0.717018263135959	-0.419866142957079	0.928960694198413	0.849883781885548	0.923643152808727	0.183498682665292	1	-2.68375433073078	0.142919043289488	-1.5136299196114	0.373527777213374
MYOCD	-0.415151816746252	0.827342665030022	-1.22944333621629	0.804441241747197	0.283318833452597	0.926434952945506	0.733821357566593	0.845616693192451	2.97968076268801	0.118923378785559	-1.53193345422795	0.652117347210135	1.2738703842686	0.508536079465635	-1.36163887934817	0.694781402279076	1.5745496289982	0.683946440716806	-0.648195842213353	1	-2.65297666908462	0.142919043289488	2.03746375534091	0.190518029499549
MYOD1	0.966562485358628	0.576590219404286	-1.22725501028426	0.804441241747197	1.45799108726725	0.480661156282035	2.07410091638499	0.374230667089732	1.53397257001179	0.586552873302623	-2.8236257526561	0.171238433487898	2.01283564414856	0.238322444994662	-0.926096783936331	0.808209528898273	1.69913056879311	0.650835013708239	0.219074585290789	1	-1.91665838118831	0.371848958261993	-0.87285718234497	0.668080122044812
MYOG	0.0214671967579755	0.98800993737019	-1.52444046298143	0.68621222086813	0.092002571642396	0.968638606598769	2.09508438089138	0.374230667089732	3.20721725222086	0.0773328511287628	-4.46264061059747	0.000934229587631534	1.38237845928154	0.462863648248716	-0.996698988635022	0.793761770905412	-0.0433797830534503	0.984160960676065	0.499170159297686	1	-2.09255484124249	0.327453386358289	0.169163076320158	0.971444584956449
MYRF	-0.338015917381087	0.858161600125243	0.566078146966313	0.932510607632003	1.68753090486678	0.402671161448839	1.62323585955485	0.548354545886179	0.469255554426939	0.945886502382579	-1.31927113932222	0.706656345894631	0.509126447073934	0.807613645381302	0.569342711760212	0.906133366863671	-0.500527995168572	0.984160960676065	0.0838267684112151	1	-0.546485746860845	0.876234056516486	-0.122243473884346	0.979062924656523
MYT1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYT1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MZF1	0.211137166559743	0.917011828241567	-1.4543357732984	0.71319760825964	0.704348127870589	0.760716801914467	0.00200574995570646	0.999846362425986	-0.668481103950326	0.862634758097474	-0.502854969193029	0.876279560999788	0.896779535161683	0.663141184968139	-1.9130823017452	0.527222087849759	0.695384823132417	0.952175510492023	0.0928652571694412	1	-0.515902248201148	0.876234056516486	-0.00104671763572926	0.999285321116847
NAB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NAB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NACC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NACC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NANOG	1.43801454086921	0.365399861087693	-0.123374391596366	0.986396694810996	0.288944071478603	0.926434952945506	1.32852269394675	0.667743198980557	0.018795069028289	0.999122648376062	-0.0589122881907928	0.979984467327943	2.04206969707381	0.228353463859714	0.0977933729142763	0.972779452179384	-1.31691343235792	0.74631859492576	-0.286626278409914	1	-0.038885116999724	0.982605630768954	0.351144235403128	0.915978211419059
NANOGP8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCOA1	-0.593822986721378	0.752046712109639	-2.15847978391159	0.437356821213182	1.29471677671222	0.546740349415812	-2.03047703279863	0.374230667089732	-1.65300814228006	0.558132073705904	1.86450200084629	0.495492581769264	-0.161429764586724	0.93494905562155	0.580928917648793	0.906133366863671	-1.67384223102346	0.650835013708239	-1.00370914752259	1	0.440398171519261	0.888138272409105	-1.49987837503304	0.379870396020279
NCOA2	-1.49616322158644	0.341630436313958	-0.672380928713059	0.900059584946756	1.40850575650426	0.501269108221829	-1.19799369703919	0.700885719866332	-1.35285614437573	0.665469810087877	0.299576541841351	0.935655833858957	0.942809838445107	0.643851481986552	0.918837763449926	0.808209528898273	-1.60366009875553	0.683946440716806	-0.312391118031288	1	0.651752816663806	0.876234056516486	-2.47421102713506	0.0875537156151625
NCOA3	0.52771835116708	0.776734052694868	-0.595347597298776	0.932510607632003	2.94519670859774	0.0815553883790417	0.631452171472284	0.870531281272886	-1.07316475034285	0.739388173211165	0.708493805827816	0.825921413456247	0.525642558194919	0.807613645381302	0.408103087816698	0.931683792047692	-0.0933273321888565	0.984160960676065	-0.00271941439034517	1	2.1558588693573	0.3129384350941	0.203444304559627	0.964104672242254
NCOA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCOA6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NCOR1	-0.941660125771999	0.586905810563667	-1.20772936069235	0.810632163422761	1.12576038003657	0.61771354863233	0.711078820781654	0.85328648243549	-0.467654535467662	0.945886502382579	-0.0189505190426668	0.992225225650182	0.90344146774978	0.661894757464246	1.27216204338781	0.710988319526751	-1.41686484278992	0.729217405369401	-0.45723860634427	1	0.892417889028366	0.798295557597007	-0.556675512441598	0.819227462755824
NCOR2	-3.36520932670682	0.00882643924586392	-2.82052096850924	0.172904324558093	0.391800341180521	0.885504886717991	-1.99843415756686	0.380583190111061	-2.02451629958274	0.393065740698825	0.558413659986515	0.856947275956582	1.43055815541964	0.444572343324341	0.212871560943531	0.969040123344562	-1.66919046963877	0.650835013708239	-2.19016029514699	1	0.365659539692095	0.896663416729401	-3.4281842937051	0.0109563791986983
NDN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD1	-0.481790894984437	0.796401709384074	-0.0209062557068409	0.991714447760944	1.31896046002045	0.545475784564906	0.287800770141508	0.96187298704117	1.14692370416503	0.700797822713641	-1.5497416062171	0.652117347210135	1.67199944630542	0.342178618832874	1.2845780709778	0.710988319526751	-1.09681174196263	0.842249332347785	0.693200186691996	1	0.0543627324529791	0.976964318866792	-0.0959885056096115	0.979552643059149
NEUROD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NEUROD6	2.39622434760663	0.0852900355354508	0.874483761644836	0.859532143644394	0.155907193317432	0.948430137131423	0.139950533695594	0.988278131286428	0.590411290735707	0.879631653835478	1.21862036063305	0.731046927357679	-1.24859855466464	0.524530000459362	1.41073683279037	0.694781402279076	1.24250287271281	0.757703114812819	1.0835791406509	1	1.09763037234269	0.704731563216711	-0.130627481552982	0.977648826754181
NEUROG1	0.67469627125404	0.706110953453518	0.304605103894322	0.986396694810996	0.294718460600366	0.926434952945506	1.09524256641475	0.726111744711807	1.14399118830265	0.700797822713641	-0.894094637592969	0.807475882653536	1.05317121966183	0.606602437890213	-1.17220287649483	0.728801777131316	-0.0618616405350416	0.984160960676065	1.05296993266317	1	0.621501765603363	0.876234056516486	-0.307057125102171	0.924156972684496
NEUROG2	-0.0551878609057337	0.976292986689639	0.40185770946797	0.960905829474022	-0.784216474110314	0.73738633224799	-0.610370415491605	0.870977040539905	2.66800339995908	0.171438565471644	-2.33179294345422	0.353658028480182	0.319014452482653	0.86344485895427	-0.579854914397501	0.906133366863671	0.404344436017716	0.984160960676065	1.81105173585682	1	-1.31562584928903	0.639194302784144	0.423735507591108	0.884942418944801
NEUROG3	-0.0233368073178962	0.98800993737019	1.7382719923392	0.624156457915151	-1.05677330301722	0.635645156460982	-2.35822591641548	0.286774676441268	0.789145694330789	0.82228034514279	-1.04995128094397	0.756644088276552	0.381522429186603	0.84484295694256	0.262143149931796	0.947512723204408	0.511543492633508	0.984160960676065	2.19775377275637	1	-1.66550665103538	0.457331628986931	-1.22048663866033	0.489526032716169
NFAT5	4.00338586548079	0.00109179472192151	1.53544547742347	0.68621222086813	1.32840968026648	0.540621100180629	1.79233926846563	0.485666997050289	0.883681197186992	0.808270047561989	-0.34085275943725	0.918796204813824	1.77510876840741	0.323583808416751	-0.129687145494244	0.972779452179384	0.709602170614214	0.952175510492023	1.56087878406929	1	1.14992159445384	0.694569591436562	3.16006799027751	0.022197939596777
NFATC1	2.84218943351	0.0315273225408893	-1.41011553330581	0.718567211187412	3.28088623538374	0.0497573421199088	0.695110358457668	0.85328648243549	-1.49214389815351	0.59648461259317	0.0502671157698733	0.982035102678643	1.77051337997304	0.323583808416751	-0.395493489615839	0.932709312849315	-0.00630805615867562	0.996694305908436	-1.16934567016201	1	0.762561027838737	0.861894322106321	0.934919991081922	0.648996472827203
NFATC2	1.85591022965951	0.208068674033828	-1.07509896741508	0.839714707935427	1.97996152169216	0.322455245106818	1.02946887524764	0.744614656592922	-0.693460701188615	0.848156075154409	1.13918419152838	0.7531621689771	2.51979480363412	0.111070858746588	-1.15643212703522	0.732359312106732	-0.335546621323446	0.984160960676065	-1.06208325200033	1	1.78777642061806	0.41465057033837	1.70993974696512	0.286129761071614
NFATC3	1.29047039255268	0.436938543397526	0.358739983690248	0.977354725799466	-0.248952163804123	0.926457891717625	0.699202508311969	0.85328648243549	-0.2068907975885	0.990029086590788	-0.600426168879681	0.83758708133692	1.40513904790955	0.452492266277533	2.65728724031277	0.324654385231691	-1.23341417145561	0.757703114812819	-0.430624842162976	1	1.05677801763665	0.735049217483361	-1.14563877238177	0.53055496937199
NFATC4	0.509330498774867	0.78589916742781	-0.776375584267172	0.859532143644394	1.60029415509429	0.432881772954978	1.13408236750466	0.725704051033779	-0.635012829051888	0.870554850550978	-2.43521611195193	0.303197515478121	1.40920938223294	0.452492266277533	0.369700821454903	0.935752173748236	-0.881568540180717	0.91220412198088	-0.613189791602735	1	-0.156930265231775	0.944114528988411	0.0706461026354446	0.984634762875678
NFE2	0.532248131058697	0.776459282181214	-0.550288542768464	0.932510607632003	-0.0192712147012141	0.993231606680665	-2.09766928450736	0.374230667089732	1.53898755032737	0.58554780863031	-0.835402502450755	0.807475882653536	-0.116435307311214	0.95184810716869	-1.93062375655677	0.527222087849759	1.84741457402181	0.548888887206183	-2.58932027186671	0.607663569893753	-0.586467277180716	0.876234056516486	0.585344972672152	0.807477576394462
NFE2L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NFE2L2	3.49499276363918	0.00609804679377777	0.984889360532779	0.844110885516957	-0.930578074806321	0.68061353451789	-0.538493135123085	0.877748822521331	0.215122711693606	0.990029086590788	1.55879285656723	0.652117347210135	-1.65040283418126	0.354301552462731	1.10572913003552	0.743773038250229	-0.0308546738112924	0.990840488704894	-0.953785382249498	1	2.90381361329123	0.0966861991503408	-1.09110696144563	0.557211572437748
NFE2L3	1.9747607740751	0.173083164699684	0.217220703020053	0.986396694810996	0.461048651503916	0.853319872817028	1.04725612369715	0.736603314879725	-0.663271232779705	0.863213883804902	0.297103484548927	0.935655833858957	1.30098038646783	0.493424788253308	-2.34038304017714	0.411678198936255	3.96304781298724	0.00853947932028249	0.835279408771746	1	-2.28165766100834	0.295182179015823	1.94155981171032	0.21821643294392
NFIA	0.325765595912009	0.862721258927625	-0.887660730953757	0.859532143644394	-0.583505569084007	0.810556947176756	-0.139511428076186	0.988278131286428	0.69492625313734	0.848156075154409	0.265858996913533	0.941209447843707	-0.0397176540035836	0.98534166451107	-1.01638482196737	0.779696246244899	-0.0123398912557866	0.993598456601808	-1.13006282382391	1	1.10262306914848	0.704731563216711	0.0585427520451559	0.985832094259283
