gene_symbol	entrez_id
7662	CYCSP43	NA
7663	LINC01496	NA
7664	LINC01884	NA
7665	NAP1L6P	645996
7666	UBE2V1P9	NA
7667	PABPC5	140886
7668	GOLGA6L2	283685
7669	C1R	715
7670	PABPC1L2A	340529
7671	PLEKHB1	58473
7672		105374468
7673	SRIP2	NA
7674	LINC01318	106144585
7675	ARL13A	392509
7676	LINC00211	NA
7677	MAGEL2	54551
7678	NDN	4692
7679	DNAL4	10126
7680	ZFYVE9P2	NA
7681	KCNG3	170850
7682	GUSBP8	NA
7683	VCAN-AS1	105379054
7684	NPTXR	23467
7685	SGTB	54557
7686	BOLA3P2	NA
7687	RMDN2-AS1	NA
7688	CBX6	23466
7689	MATK	4145
7690	EEF1A1P15	NA
7691	STRN	6801
7692	BRWD3	254065
7693	SEL1L3	23231
7694	RPL30	6156
7695	HNRNPKP5	NA
7696	MTND5P10	NA
7697	GOLPH3	64083
7698	PSME2P1	NA
7699		124903342
7700	EFCAB11	90141
7701	ANKRD34B	340120
7702	APOBEC3B	9582
7703	STX16-NPEPL1	NA
7704		124901942
7705	SLC7A13	157724
7706	PSMC1P5	NA
7707	RAI14-DT	NA
7708	NPEPL1	79716
7709	ACTBL2	345651
7710	ATG10-IT1	NA
7711	NUDT12	83594
7712	CENPA	1058
7713		105375851
7714	COPS8P1	NA
7715	RPSAP15	NA
7716	CA13	377677
7717	EIF4A1P10	NA
7718	SHC1P1	NA
7719	EDA	1896
7720	GPBP1	65056
7721	LNMICC	NA
7722	RPS4XP10	NA
7723	GTF2H1	2965
7724	MYL12AP1	NA
7725	RPSAP47	NA
7726	FAM32CP	NA
7727	DBIL5P2	100169989
7728	FLJ46284	441369
7729	ZNF503-AS2	100131213
7730	FBXL12P1	NA
7731	FSBP	100861412
7732	APOBEC3C	27350
7733	CHM	1121
7734	MEIS1-AS2	100873998
7735	RPL39P25	NA
7736	ZNF519P1	NA
7737	EFEMP1	2202
7738	DUXAP2	NA
7739	TMEM64	169200
7740	LINC02655	105378386
7741	RIN3	79890
7742	ZWINT	11130
7743	ZNF732	654254
7744	MTND4P9	NA
7745	C1RL	51279
7746	APOBEC3F	200316
7747	ZNF721	170960
7748	SYNJ1	8867
7749	PIEZO1P2	NA
7750	REXO1L12P	NA
7751	MIR296	407022
7752	MIR298	100126296
7753	LINC02839	105375929
7754	NIPAL2	79815
7755	RNA5SP383	NA
7756	IRF9	10379
7757	STAU2P1	NA
7758	APOBEC3G	60489
7759	HNRNPA1P25	NA
7760	NELFCD	51497
7761	PPATP2	NA
7762	COMMD8	54951
7763	TTC3P1	NA
7764	HNRNPDLP3	NA
7765	FCF1P9	NA
7766	RPS29P28	NA
7767	MIR325HG	101928469
7768	TEX101P1	NA
7769	STIP1P3	NA
7770	OR7E85P	NA
7771	LINC02505	NA
7772	KAT7P1	NA
7773	B3GNT2P1	NA
7774	POF1B	79983
7775	BNIP3P41	NA
7776	C1RL-AS1	283314
7777	SLAIN2	57606
7778	IGHVII-28-1	NA
7779	TRAJ46	NA
7780	COX5AP2	NA
7781	GNPNAT1	64841
7782	RPS29P2	NA
7783	TAB1	10454
7784	CA2	760
7785	RBP5	83758
7786	GRID1-AS1	100507470
7787	NUTM2A	728118
7788	KLHL4	56062
7789	LRMDA	83938
7790	RNU6-485P	NA
7791	ZNF141	7700
7792	ISLR	3671
7793	CLSTN3	9746
7794	RNU6-458P	124905168
7795	RNU1-27P	124904613
7796	RNU1-27P	124905321
7797	RNU1-27P	124905573
7798	RNU1-27P	124905574
7799	RNU1-27P	124905808
7800	RNU1-27P	124905809
7801	RN7SL660P	NA
7802	RNU6-8	101954278
7803		124900350
7804	RNU6-602P	NA
7805	MIR548Y	100500919
7806		124900349
7807	RNU6-455P	NA
7808	MIR4307	100423019
7809	MIR3171	100422830
7810	RNU6-1261P	NA
7811	RNA5SP385	NA
7812	RNU6-7	101954275
7813	RNU6-301P	NA
7814	MIR5580	100847076
7815	SNORA70	124900346
7816	MIR4708	100616176
7817	RN7SL598P	NA
7818	RN7SKP99	NA
7819	MIR5586	100847088
7820	RNU2-14P	NA
7821	MIR3159	100423016
7822	RNU6-297P	NA
7823	SNORD56B	319139
7824	RN7SL683P	NA
7825	RNU1-28P	124904613
7826	RNU1-28P	124905321
7827	RNU1-28P	124905573
7828	RNU1-28P	124905574
7829	RNU1-28P	124905808
7830	RNU1-28P	124905809
7831	RNU6-552P	NA
7832	LDHA	3939
7833	STRA6	64220
7834	MIR625	693210
7835	RNU6-976P	NA
7836	RNU6ATAC28P	NA
7837	MIR4709	100616211
7838	RNU7-30P	NA
7839	SNORA11B	100124539
7840	RN7SKP107	NA
7841	REC8	9985
7842	RN7SKP255	NA
7843	JMJD1C-AS1	84989
7844	SCARNA13	677768
7845	LINC01519	101929624
7846	RN7SL714P	NA
7847	RNU6-684P	NA
7848	RNU2-33P	NA
7849	RAB5CP1	NA
7850	RNU6-91P	NA
7851	MGAT3	4248
7852	RNU7-51P	NA
7853	NDUFA8P1	NA
7854	UQCRB-AS1	NA
7855	TRAJ44	NA
7856	ZNF22	7570
7857	TRAJ43	NA
7858	OCIAD2	132299
7859	TRAJ42	NA
7860	LINC02906	389676
7861	TRAJ41	NA
7862	TRAJ40	NA
7863	MGAT3-AS1	104502417
7864	TRAJ39	NA
7865	ANXA11	311
7866	MIEF1	54471
7867	FSHR	2492
7868	TRAJ37	NA
7869	TRAJ36	NA
7870	TRAJ35	NA
7871	TRAJ34	NA
7872	TRAJ33	NA
7873	TRAJ32	NA
7874	TRAJ31	NA
7875	TRAJ30	NA
7876	TRAJ29	NA
7877	TRAJ28	NA
7878	TRAJ27	NA
7879	TRAJ26	NA
7880	TRAJ25	NA
7881	TRAJ24	NA
7882	TRAJ23	NA
7883	TRAJ22	NA
7884	TRAJ21	NA
7885	ATAD3B	83858
7886	TRAJ20	NA
7887	TRAJ19	NA
7888	TRAJ18	NA
7889	TRAJ17	NA
7890	TRAJ16	NA
7891	TRAJ14	NA
7892	TRAJ13	NA
7893	TRAJ12	NA
7894	TRAJ11	NA
7895	TRAJ10	NA
7896	CAPZA1P3	NA
7897	TRAJ9	NA
7898	VDAC1P1	NA
7899	TRAJ8	NA
7900	TRAJ7	NA
7901	RPL6P29	NA
7902	TRAJ6	NA
7903	WBP11P3	NA
7904	TRAJ5	NA
7905	IGBP1-AS2	NA
7906	TRAJ4	NA
7907	NUDT10	170685
7908	TRAJ3	NA
7909	TRAJ2	NA
7910	TRAJ1	NA
7911	TRAC	NA
7912	MIR4298	100423021
7913	MIR7847	102465993
7914	PRR33	102724536
7915	LINC02332	105370400
7916	DAD1	1603
7917	USP37P1	NA
7918	TNNT3	7140
7919	RPS7P14	NA
7920	FOXN3P2	NA
7921	MAGEE1	57692
7922	ATG4AP1	NA
7923	TCEAL9	51186
7924	MYO1F	4542
7925	LINC02144	NA
7926	OXA1L-DT	NA
7927	BUD31P2	NA
7928	LINC01948	102467147
7929	PAICSP7	NA
7930	RPSAP8	NA
7931	OR6E1P	NA
7932	PBDC1	51260
7933	MTCO3P42	NA
7934		124900351
7935	OXA1L	5018
7936	MSH3	4437
7937	RBM47	54502
7938	DDX11L17	NA
7939	PRDM16	63976
7940	RPS13P3	NA
7941	LINC02720	101928944
7942	EHD3	30845
7943		105376654
7944		54471
7945	RPS19BP1	91582
7946	UBTFL10	NA
7947	FGF3	2248
7948	MRPS22P1	NA
7949	DIAPH2-AS1	10824
7950	ANKRD33BP7	NA
7951	RNU6-954P	NA
7952	NF1P3	NA
7953	TRIM53BP	NA
7954	PPP6R2P1	NA
7955	FRG2MP	NA
7956	RNF19BPX	NA
7957	RTL3	203430
7958	ANKRD20A18P	NA
7959	RNA5SP488	NA
7960	PEX5	5830
7961	LINC02748	NA
7962	ERLEC1P1	NA
7963	RBM11	54033
7964	POMPP1	NA
7965	IPO4	79711
7966	BRAFP1	NA
7967	MS4A19P	NA
7968	NUDT19P2	NA
7969	DNAJA1P6	NA
7970	SERBP1P4	NA
7971	PAPOLG	64895
7972	USP12PX	NA
7973	PDK1P2	NA
7974	SLC25A18	83733
7975	POLD3	10714
7976	TUBB1	81027
7977	ATP5F1E	514
7978	HSPA13	6782
7979	PCBP2P1	NA
7980	PRELID3B	51012
7981	PSMG1	8624
7982	HSPA8P11	NA
7983	LRP10	26020
7984	TGIF2LX	90316
7985	RIDA	10247
7986	RELL1	768211
7987	ST13P18	NA
7988	SPA17P1	NA
7989	ACTR3P2	NA
7990	KRT18P11	NA
7991	NBDY	550643
7992	PRXL2A	84293
7993	KPNB1P1	NA
7994		101929372
7995	MRPS16P2	NA
7996	DLGAP5P2	NA
7997	GDF5-AS1	NA
7998	KIF4CP	NA
7999	ATP6V1E1	529
8000	GDF5	8200
8001	OOEPP1	NA
8002	MCTS1	28985
8003	HMGB1P32	NA
8004	MTND3P24	NA
8005	RPS29P11	NA
8006	MIR1289-1	100302125
8007	C20orf173	140873
8008	SH3BGRL	6451
8009	REM2	161253
8010	SNX13	23161
8011	WDR19	57728
8012	POLR2K	5440
8013	TMEM259	91304
8014	RPL36P4	NA
8015	FER1L4	NA
8016	RBM23	55147
8017	C1GALT1C1	29071
8018	EEF1A1P40	NA
8019	GTF3C6P1	NA
8020	TRAPPC13P1	NA
8021	REXO1L10P	NA
8022	PEX10	5192
8023	CSGALNACT2P1	NA
8024	WWP1	11059
8025	H3P46	NA
8026	GLRX5P1	NA
8027	HK2P1	NA
8028	CT47B1	643311
8029	ATP5MC2P4	NA
8030	TRMT2B	79979
8031	CT47A6	255313
8032	CT47A6	728062
8033	CT47A4	728075
8034	BRWD1	54014
8035	CT47A1	728096
8036	CBLL1P1	NA
8037	GLUD2	2747
8038	LINC01520	101929684
8039	MINPP1	9562
8040	LINC01797	NA
8041	PGAM1P6	NA
8042	PRKCE-AS1	NA
8043	LINC01824	107985844
8044	TAF1D	79101
8045	RPL7P12	NA
8046	LINC01883	100996902
8047		100129534
8048	HADHB	3032
8049	FARSBP1	NA
8050	TFAM	7019
8051	LINC01345	105376672
8052	TLE2	7089
8053	EEF1DP6	NA
8054	PEX14	5195
8055	BCL2L13	23786
8056	BRDTP1	NA
8057	LRRFIP2P1	NA
8058	NDUFA5P7	NA
8059	TEX13B	56156
8060	HNRNPDLP1	NA
8061	C3orf49P1	NA
8062	VDAC1P3	NA
8063	LINC01646	NA
8064	XRCC6P5	NA
8065	TRIQK	286144
8066	UQCRBP1	NA
8067	MAGEE2	139599
8068	RAB5CP2	NA
8069	SPZ1	84654
8070	TERF1P4	NA
8071	SERBP1P1	NA
8072	CCNB1IP1P3	NA
8073	MKRN4P	NA
8074	NT5DC1P1	NA
8075	LINC01777	284661
8076	SLC6A14	11254
8077	CD180	4064
8078	RPL7P24	NA
8079	IL7R	3575
8080	CTSLP1	NA
8081	LINC02782	NA
8082	RPS3AP5	NA
8083	LINC02494	105377671
8084	EIF5AP4	NA
8085	HS3ST1	9957
8086	XK	7504
8087	PPIAP30	NA
8088	FAM133CP	NA
8089	GRID1	2894
8090	ZNF718	255403
8091	MED14OS	NA
8092	KLHL7	55975
8093	SERPINA7P1	NA
8094	RPL34P36	NA
8095	RANBP1P1	NA
8096	EZHIP	340602
8097	NLRP2B	286430
8098	AP2B1P1	NA
8099	ARHGAP6	395
8100	LINC02278	NA
8101	LINC02653	101926942
8102	LINC02364	NA
8103	LINC02671	101928887
8104	LINC00857	439990
8105	HMGN1P11	NA
8106		105374511
8107		101929662
8108	LINC02484	NA
8109	LINC00863	439994
8110	RPL37P1	NA
8111	LINC02758	NA
8112	TAPT1-AS1	NA
8113	COX7C	1350
8114	RPS7P9	NA
8115	FCHSD2	9873
8116	FAM245A	NA
8117	RN7SKP271	NA
8118	RNU6-759P	NA
8119	RBM12	10137
8120	LINC02283	NA
8121	RSU1P3	NA
8122	LINC01518	101929397
8123	ZNF519P4	NA
8124	WARS2P1	NA
8125	MARK2P16	NA
8126	SNRPD2P1	NA
8127	EIF2S2P3	NA
8128	LINC02271	NA
8129	NPAP1P3	NA
8130	LINC02061	NA
8131	LINC02059	NA
8132	MYOF	26509
8133	UNC93B7	NA
8134	LINC02616	100508631
8135	RGS7BP	401190
8136	MTND4LP22	NA
8137	MIR3198-1	100423025
8138	LINC00528	200298
8139	FITM2	128486
8140	MICAL3	57553
8141	R3HDML-AS1	NA
8142	RAC1P2	NA
8143	LINC01150	NA
8144	GABRB1	2560
8145	HNF4A-AS1	101927219
8146	MRPL23	6150
8147	LINC01620	140834
8148	LINC01620	101927242
8149	PPIAP79	NA
8150	RASGRF2-AS1	102524628
8151	RPL37AP1	NA
8152	LINC00604	106144578
8153	TTPAL	79183
8154	PDZPH1P	NA
8155	SPSB1	80176
8156	OR7E35P	NA
8157	MIR378D2HG	114515521
8158	MTCO1P22	NA
8159	CORIN	10699
8160	C1GALT1P2	NA
8161	HMGB3P16	NA
8162	RPL34P18	NA
8163	CCNO	10309
8164	E2F5	1875
8165	SLC2A5	6518
8166	CCDC33	80125
8167	PRLR	5618
8168	SERINC3	10955
8169	AHR	196
8170	MRPL23-AS1	100133545
8171	LINC01219	NA
8172	MRPL54	116541
8173	H19	283120
8174	DOHH	83475
8175	MYCLP2	NA
8176	TATDN2P1	NA
8177	NXF3	56000
8178		105375623
8179	PKIG	11142
8180	RALYL	138046
8181	ZNF558	148156
8182	TIMM9P2	NA
8183	BRWD1-IT1	NA
8184	TWIST1	7291
8185	METTL21AP1	NA
8186	FEZ2	9637
8187	BRWD1-AS1	100874093
8188	HMGN1	3150
8189	TM9SF1	10548
8190	MALSU1	115416
8191	LINC02781	105376680
8192	MTCYBP45	NA
8193	OR4F4	124906935
8194		124903525
8195	PLEKHM2	23207
8196	CYP11A1	1583
8197	OR4G6P	NA
8198	AMOTL1	154810
8199	FAM138E	100124412
8200	C7orf31	136895
8201	MIR1302-10	100422834
8202	MIR6859-3	102465910
8203	PRMT5-AS1	NA
8204	OR4G2P	NA
8205	WASH3P	NA
8206	PRMT5	10419
8207	ADAMTS10	81794
8208	MTND4LP18	NA
8209	BMS1	9790
8210	AGR2	10551
8211	H3P34	NA
8212	TRIM77	390231
8213	PPIAP46	729739
8214	ATG4A	115201
8215	UFM1P3	NA
8216	CYP4F44P	NA
8217	MIR675	100033819
8218	LINC01419	103352670
8219	LINC02255	NA
8220	KCNV1	27012
8221	SEMA7A	8482
8222	CEP295	85459
8223	RN7SL156P	NA
8224	TLDC2	140711
8225	LINC02599	NA
8226	TSSK4	283629
8227	UQCRB	7381
8228	DDX11L9	NA
8229	DDX11L16	727856
8230	DDX11L16	100287596
8231	DDX11L16	100288486
8232	RPS3AP3	NA
8233	RPS27AP3	NA
8234	HHEX	3087
8235	RN7SL443P	NA
8236	OSER1	51526
8237	JPH2	57158
8238	RPL21P90	NA
8239	DUSP8P1	NA
8240	CCSER2	54462
8241	RPL7AP41	NA
8242	CHMP4A	29082
8243	NOD1	10392
8244	RNU6-743P	NA
8245	CTDNEP1	23399
8246	EIF4EBP2P1	NA
8247	SRSF6	6431
8248	MIR6881	102465530
8249	RPL22P3	NA
8250	NMNAT1	64802
8251	UBL7	84993
8252	VDAC1P13	NA
8253	RNU6-1251P	NA
8254	MAML2	84441
8255	SLC3A1	6519
8256	IFT52	51098
8257	ZSWIM4	65249
8258	MYDGF	56005
8259		102724612
8260	MTCYBP16	NA
8261	DISC1FP1	101929222
8262	MTCYBP20	NA
8263	GAPDHP30	NA
8264	CLOCK	9575
8265	RPL27AP	NA
8266	MYBL2	4605
8267	LAPTM4B	55353
8268	MFFP1	NA
8269	MDP1	145553
8270	PGAM1P11	NA
8271	CYTH3	9265
8272	RN7SL619P	NA
8273	CCDC27	148870
8274	MIR23AHG	NA
8275	CBX3P7	NA
8276		102723838
8277	TNRC6A	27327
8278	MTMR12P1	NA
8279	MIR4300HG	101928989
8280	MIR24-2	407013
8281	MIR27A	407018
8282	MIR23A	407010
8283	NANOS3	342977
8284	RSF1-IT2	NA
8285	DISP3	57540
8286	MUC16	94025
8287	AQP11	282679
8288	MIR181C	406957
8289	MIR181D	574457
8290	BRME1	79173
8291	ARAP1-AS1	NA
8292	HPRT1P3	NA
8293	DDI1	414301
8294	LINC02553	NA
8295	REEP3	221035
8296	NEDD8-MDP1	100528064
8297	TYR	7299
8298	GTSF1L	149699
8299	CST9	128822
8300	LINC01030	101937451
8301	BRIX1P1	NA
8302	SIRPB1	10326
8303	HSPE1P14	NA
8304	RPS2P52	NA
8305	AWAT2	158835
8306	RPL10AP3	NA
8307	ZNF317P1	NA
8308	OR1M4P	NA
8309	PDE4A	5141
8310	CHRNB3	1142
8311	RNLS	55328
8312	RPL35P4	NA
8313	CC2D1A	54862
8314	CPVL-AS1	107986703
8315	RPL23P8	NA
8316	EIF4HP1	NA
8317	SP4	6671
8318		124902546
8319	ARHGAP19-SLIT1	NA
8320	OSBPL9P2	NA
8321	NEDD8	4738
8322	PSMD10	5716
8323	MMP8	4317
8324	MTND2P38	NA
8325	RPL30-AS1	NA
8326	CLXN	79645
8327	NRG3-AS1	NA
8328		105378402
8329	SDHCP2	NA
8330	TLL2	7093
8331	ITGB8	3696
8332	RNF6P1	NA
8333	GET1	7485
8334	LINC02105	105378966
8335	GMPR2	51292
8336	OTOR	56914
8337	CRLF3P2	NA
8338	MTCO3P22	NA
8339	ISCA1P1	NA
8340	CAMK4	814
8341	MIR648	693233
8342	ELP5	23587
8343	RHEBP3	NA
8344	SRXN1	140809
8345	DTD1	92675
8346	ARL2BPP10	NA
8347		105373100
8348	TUSC2P2	NA
8349	NRK	203447
8350	SRSF3P2	NA
8351	UBE2HP1	NA
8352	LINC02842	NA
8353	AGR3	155465
8354	OSBPL2	9885
8355	TSPYL5	85453
8356	LINC01640	105373006
8357	NRBF2	29982
8358	MIR4764	100616295
8359	SNORA50B	109616998
8360	LARGE-IT1	NA
8361	KCNS2	3788
8362	LARGE-AS1	100506195
8363	PODNL1	79883
8364	NPM1P26	NA
8365	SLC5A11	115584
8366	DYDC1	143241
8367	LRCH2	57631
8368	LRRCC1	85444
8369	CDC37	11140
8370	CYP2C19	1557
8371	LINC01873	729348
8372	RPS27P16	NA
8373	GET1-SH3BGR	106865373
8374	TRMU	55687
8375	LINC02888	NA
8376	MIR6508	102466972
8377	MYL6P2	NA
8378	RPS26P4	NA
8379	JCADP1	NA
8380	B3GALT5-AS1	NA
8381	NPM1P18	NA
8382	DPY19L1P1	NA
8383	ANXA4	307
8384	ACOX3	8310
8385	RPL18AP14	NA
8386	TUBAP6	NA
8387	FUNDC1	139341
8388	GGCTP1	NA
8389	EGFLAM-AS1	NA
8390	IGF2BP3	10643
8391	DCAF15	90379
8392		102724637
8393	LINC02628	NA
8394	PCP4	5121
8395	MKNK2P1	NA
8396	EIF4A1P8	NA
8397	UBL7-DT	440288
8398		124902439
8399	HMGN1P14	NA
8400	PINCR	101927501
8401	TMEM51	55092
8402	SELENOP	6414
8403	CCNB3	85417
8404	CRTAC1	55118
8405		124900366
8406	DSCAM	1826
8407	RFX1	5989
8408	ZNF823	55552
8409	CFAP300	85016
8410	ZNF440	126070
8411	WASH9P	NA
8412	ACTRT1P1	NA
8413	NLRP3P1	NA
8414	FBXO42	54455
8415	RAB40AL	282808
8416	POU3F4	5456
8417	EIF3JP1	NA
8418	CLDN7	1366
8419	SNX3P1X	NA
8420	FAM236C	109729126
8421	ZNF441	126068
8422	P2RY10	27334
8423	MMP27	64066
8424	RLN3	117579
8425	ALDH4A1	8659
8426	CYP7A1	1581
8427	IL27RA	9466
8428	TPT1P13	NA
8429	KRT8P17	NA
8430	HNRNPA1P10	NA
8431	KRBOX4	55634
8432	ITGB1P1	NA
8433	DDX39A	10212
8434	MTCO2P4	NA
8435	ASS1P13	NA
8436	ADAM3A	1587
8437	ARHGAP42	143872
8438	MIR4760	100616148
8439	PALM3	342979
8440	DSCAM-AS1	100506492
8441	DHTKD1	55526
8442	SLC2A4	6517
8443		124900473
8444	DSCAM-IT1	100874326
8445	YRDCP3	NA
8446	EEF1DP1	NA
8447	MIR3197	100423023
8448	TSEN15P3	NA
8449	MISP3	113230
8450	BACE2	25825
8451	PPIAP11	NA
8452	EFNB1	1947
8453	MTND4P35	NA
8454	SNRPCP19	NA
8455	RPS26P30	NA
8456	FAM86LP	NA
8457		105374780
8458	LNCBRM	100996645
8459	MIR1199	102466515
8460	AJUBA	84962
8461	C19orf67	646457
8462	HNRNPA1P73	NA
8463	RAMP3	10268
8464	KRT18P68	NA
8465	MDH1P1	NA
8466	MTCYBP31	NA
8467	PABPC1L2B-AS1	101928345
8468	PABPC1L2B-AS1	101928380
8469		101927023
8470	PPP1R2C	80316
8471	DNAJB12P1	NA
8472	PHB1P10	NA
8473	PPP1R11P2	NA
8474	CYLC1	1538
8475	WDPCP	51057
8476	NDUFS4	4724
8477	TRIM51BP	NA
8478	CYB5AP3	NA
8479	GLCCI1	113263
8480	PRIMA1	145270
8481	TOMM20P1	NA
8482	PPIAP43	NA
8483	HMGN2P38	NA
8484	VEZTP1	NA
8485	SAMD1	90378
8486	RIPPLY1	92129
8487	BIRC3	330
8488	PRKACA	5566
8489	CYP26C1	340665
8490	ARHGAP17	55114
8491	IFI27	3429
8492	CLCN6	1185
8493	MTND4P31	NA
8494	RASSF4	83937
8495	PGAM4P1	NA
8496	CYP4F10P	NA
8497	RACK1P1	NA
8498	FDPSP5	NA
8499	DPRXP6	NA
8500	MTND6P13	NA
8501	H2AL1MP	NA
8502	NAIPP2	NA
8503	AJUBA-DT	NA
8504	CXorf38	159013
8505	KRT8P31	NA
8506	LDHBP3	NA
8507	LINC02501	NA
8508	STARD4	134429
8509	YBX2	51087
8510	C14orf93	60686
8511	ADGRE5	976
8512	AOAH-IT1	100874264
8513	RPL22P13	NA
8514	CDCA7L	55536
8515	CENPC	1060
8516	PLAC4	191585
8517	BACE2-IT1	NA
8518	RPL36P18	NA
8519	PCSEAT	105372808
8520	EEF1A1P29	NA
8521	LINC00111	NA
8522	TCEAL7	56849
8523	LINC00479	150135
8524	PPP4R4	57718
8525	LINC00112	NA
8526	FAM136EP	NA
8527	ASF1B	55723
8528	LINC02925	NA
8529	HMGN1P35	NA
8530	ARL5AP5	NA
8531	GRAMD4	23151
8532	TMEM230P1	NA
8533	RIPK4	54101
8534	TMEM184CP1	NA
8535	BEX1	55859
8536	ZC3H12C	85463
8537	RPL7AP72	NA
8538	R3HDML	140902
8539	NLRP7P1	NA
8540	IMPDH1P4	NA
8541	DCAF8L1	139425
8542	ADGRL1-AS1	100507373
8543	RIMS4	140730
8544	RPL22P22	NA
8545	EIF5A	1984
8546	ADGRL1	22859
8547	H3P44	NA
8548	RPL31P63	NA
8549	SPIN4	139886
8550	RRM2P3	NA
8551	PCNAP3	NA
8552	RPL7P55	NA
8553	MTCO1P53	NA
8554	PRPF4BP1	NA
8555	DCAF12L2	340578
8556		124905218
8557	COX6CP12	NA
8558	NCKAP1P1	NA
8559	OTUD6A	139562
8560	UBE2V1P16	NA
8561	THOC2	57187
8562	PIK3AP1	118788
8563	HAR1B	768097
8564	NOX4	50507
8565	MIR6814	102465488
8566	ABCG1	9619
8567	HAR1A	NA
8568	LARGE1-AS1	NA
8569	CELSR1	9620
8570	MIR124-3	406909
8571	RDH10-AS1	101926926
8572	YTHDF1	54915
8573	MOAP1	64112
8574		105375844
8575	RAD54B	25788
8576	TMEM251	26175
8577	SERPINA6	866
8578	BIRC7	79444
8579	RPL5P14	NA
8580	FAM181A-AS1	283592
8581	LINC02148	100505811
8582	LINC02218	102723526
8583	SALL4P1	NA
8584	LINC02115	102467212
8585	BTBD7	55727
8586	CELA2A	63036
8587	H3P24	NA
8588	ZNF887P	NA
8589	LINC02215	102467225
8590	PSMC1P2	NA
8591	PCSK1	5122
8592	RPL23AP2	NA
8593	ZNF491	126069
8594	ABCA13	154664
8595		101928622
8596		124908056
8597	CPN1	1369
8598	LINC02353	101927363
8599		107986277
8600	MTCO3P28	NA
8601	COX7A2L	9167
8602	TECRL	253017
8603	SYDE1	85360
8604	RN7SL231P	NA
8605	MIR3196	100423014
8606	NKAIN4	128414
8607	ANKRD2	26287
8608	UBR5	51366
8609	CELA2B	51032
8610	PSMB5	5693
8611	RPL37P13	NA
8612	IFI27L1	122509
8613	CCDC105	126402
8614	SFXN5	94097
8615	BID	637
8616	APBB1IP	54518
8617	FLJ16779	100192386
8618	PSMB11	122706
8619	ADGRE2	30817
8620	C14orf119	55017
8621	ARFGAP1	55738
8622	GPS2	2874
8623	RER1	11079
8624	CIROP	100128908
8625	LINC02483	441025
8626	SNX18P24	NA
8627	PPP1R3E	90673
8628	FAM172A	83989
8629	EXOC5P1	NA
8630	LINC02360	105374484
8631	UNC79	57578
8632	LDHAP1	NA
8633	SRIP1	NA
8634	THAP12P9	NA
8635	EFS	10278
8636	LINC02664	NA
8637	UGT2B24P	NA
8638	FGFBP3	143282
8639	SPIN3	169981
8640	RPS23P3	NA
8641	CMTM5	116173
8642	LIMCH1	22998
8643	RNA5SP492	NA
8644	TFF2	7032
8645	RBMX2P5	NA
8646	LINC01846	105379098
8647	TFF1	7031
8648	TIMP3	7078
8649	DMGDH	29958
8650	TMPRSS3	64699
8651	CRELD2	79174
8652	MYH7	4625
8653	ZNF638	27332
8654	ERRFI1-DT	NA
8655	PTP4A1P4	NA
8656	LINC02101	101928569
8657	PNPLA10P	NA
8658	SPRYD7P1	NA
8659	GEMIN8P3	NA
8660	ITM2A	9452
8661	NREP-AS1	100873948
8662	CMYA5	202333
8663	VPS13D	55187
8664	MTATP6P2	NA
8665	ZP3P1	NA
8666	SERBP1P6	NA
8667	TRPC6P6	NA
8668	LINC02287	101929002
8669	PLPP1	8611
8670	NEURL4	84461
8671	CCDC197	256369
8672	CAPZA1P1	NA
8673	RPS7P13	NA
8674	LUZP4	51213
8675	SERPINA10	51156
8676	SPANXB1	728695
8677	KCTD9P2	NA
8678	HSPA8P1	NA
8679	RPL26P36	NA
8680	MED28P4	NA
8681	BEX3	27018
8682	UBR7	55148
8683	LINC02117	NA
8684	ATG12	9140
8685	TINF2	26277
8686	MAGEC2	51438
8687	CREB5	9586
8688	ZFHX2-AS1	NA
8689	VKORC1P1	NA
8690	SUMO2P21	NA
8691	DUTP4	NA
8692	SLITRK4	139065
8693	UBASH3A	53347
8694	NAP1L2	4674
8695	THTPA	79178
8696	FERP1	NA
8697	PHF5FP	NA
8698	HTATSF1	27336
8699	PARVB	29780
8700	LINC02833	105370629
8701	ITPK1-AS1	319085
8702	ASB2	51676
8703	RMEL3	NA
8704	AP1G2	8906
8705	LINC02060	102546226
8706	LINC02113	NA
8707		105379100
8708	SERPINA7	6906
8709	LSP1P3	NA
8710	GUSBP7	NA
8711	OR11Q1P	NA
8712	TEX43	389320
8713	TGM1	7051
8714	BTG3P1	NA
8715	CYCSP44	NA
8716	H2BP8	NA
8717	ITPK1	3705
8718	TFDP3	51270
8719	SNURFL	NA
8720	EEF1A1P20	NA
8721	MTND4LP1	NA
8722	OR5BH1P	NA
8723	B3GNTL1P1	NA
8724	YAP1P2	NA
8725	PSMC1P4	NA
8726	IGBP1	3476
8727	HMGN1P13	NA
8728	NPSR1-AS1	404744
8729	ADGRV1	84059
8730	RAB40A	142684
8731	CACNA1C-IT1	NA
8732	CACNA1C-IT2	100874369
8733	SPANXN3	139067
8734	CACNA1C-AS4	100874234
8735	EEF1A1P27	NA
8736	GIPC1	10755
8737	HECW1	23072
8738	CACNA1C-IT3	NA
8739	CT47A12	100507170
8740	CACNA1C-AS3	NA
8741	KRT18P44	NA
8742	LINC01281	286442
8743	LINC00850	101241891
8744	HAX1P1	NA
8745	CNOT7P1	NA
8746	OR7L1P	NA
8747	TUBB4AP1	NA
8748	ORC1P1	NA
8749	SKP2P1	NA
8750	ETS2P1	NA
