	Steatosis	Ballooning	Fibrosis	NAS	Inflammation	average_cor	median_cor
sw_graphs_8_24_03_135	0.7015137310479301	0.8736263736263736	0.9120879120879121	0.8571428571428571	0.8351648351648352	0.8359071418139816	0.8571428571428571
sw_graphs_8_24_03_133	0.7015137310479301	0.8736263736263736	0.9120879120879121	0.8571428571428571	0.8351648351648352	0.8359071418139816	0.8571428571428571
sw_graphs_10_20_03_39	0.7967032967032966	0.8681318681318682	0.8846153846153846	0.8555716484545344	0.628970902033151	0.8067986199876469	0.8555716484545344
sw_graphs_10_20_03_37	0.7967032967032966	0.8681318681318682	0.8846153846153846	0.8555716484545344	0.628970902033151	0.8067986199876469	0.8555716484545344
sw_graphs_8_24_03_165	0.6960116625691228	0.8830819908485709	0.9120879120879121	0.8516483516483516	0.8170571691028833	0.8319774172513681	0.8516483516483516
sw_graphs_8_24_03_132	0.7015137310479301	0.8736263736263736	0.9120879120879121	0.8516483516483516	0.8351648351648352	0.8348082407150805	0.8516483516483516
sw_graphs_8_24_03_139	0.6740434365339925	0.8736263736263736	0.9120879120879121	0.8516483516483516	0.8351648351648352	0.829314181812293	0.8516483516483516
sw_graphs_8_24_03_138	0.7015137310479301	0.8736263736263736	0.9120879120879121	0.8516483516483516	0.8351648351648352	0.8348082407150805	0.8516483516483516
sw_graphs_8_24_03_137	0.6740434365339925	0.8736263736263736	0.9120879120879121	0.8516483516483516	0.8351648351648352	0.829314181812293	0.8516483516483516
sw_graphs_8_24_03_136	0.6740434365339925	0.8736263736263736	0.9120879120879121	0.8516483516483516	0.8351648351648352	0.829314181812293	0.8516483516483516
sw_graphs_8_24_03_134	0.7015137310479301	0.8736263736263736	0.9120879120879121	0.8516483516483516	0.8351648351648352	0.8348082407150805	0.8516483516483516
sw_graphs_8_24_03_131	0.7015137310479301	0.8736263736263736	0.8956043956043956	0.8516483516483516	0.8351648351648352	0.8315115374183772	0.8516483516483516
sw_graphs_8_24_03_163	0.6960116625691228	0.8830819908485709	0.9120879120879121	0.8516483516483516	0.8170571691028833	0.8319774172513681	0.8516483516483516
sw_graphs_8_24_03_20	0.8000049246376545	0.8511396590310907	0.8881118881118881	0.8671328671328671	0.756568585805414	0.8325915849437828	0.8511396590310907
sw_graphs_10_20_03_36	0.7967032967032966	0.8681318681318682	0.8846153846153846	0.8500695799757271	0.628970902033151	0.8056982062918854	0.8500695799757271
sw_graphs_10_20_03_41	0.7922978609482505	0.8681318681318682	0.8846153846153846	0.8500695799757271	0.628970902033151	0.8048171191408763	0.8500695799757271
sw_graphs_10_20_03_40	0.7922978609482505	0.8681318681318682	0.8846153846153846	0.8500695799757271	0.628970902033151	0.8048171191408763	0.8500695799757271
sw_graphs_10_20_03_38	0.7967032967032966	0.8681318681318682	0.8846153846153846	0.8500695799757271	0.628970902033151	0.8056982062918854	0.8500695799757271
sw_graphs_10_20_03_42	0.7967032967032966	0.8681318681318682	0.8846153846153846	0.8500695799757271	0.628970902033151	0.8056982062918854	0.8500695799757271
sw_graphs_8_24_03_116	0.6777478807370647	0.8461538461538461	0.9120879120879121	0.8516483516483516	0.8088040663846724	0.8192884114023695	0.8461538461538461
sw_graphs_8_24_03_162	0.6960116625691228	0.8830819908485709	0.9120879120879121	0.8461538461538461	0.8170571691028833	0.830878516152467	0.8461538461538461
sw_graphs_8_24_03_161	0.6960116625691228	0.8830819908485709	0.8956043956043956	0.8461538461538461	0.8170571691028833	0.8275818128557637	0.8461538461538461
sw_graphs_8_24_03_166	0.6685184903328942	0.8830819908485709	0.9120879120879121	0.8461538461538461	0.8170571691028833	0.8253798817052213	0.8461538461538461
sw_graphs_8_24_03_3	0.8292042483657824	0.8626373626373627	0.9120879120879121	0.8461538461538461	0.7857142857142857	0.8471595309918378	0.8461538461538461
sw_graphs_8_24_03_111	0.705236835819403	0.8461538461538461	0.8956043956043956	0.8516483516483516	0.8088040663846724	0.8214894991221338	0.8461538461538461
sw_graphs_8_24_03_112	0.705236835819403	0.8461538461538461	0.9120879120879121	0.8516483516483516	0.8088040663846724	0.824786202418837	0.8461538461538461
sw_graphs_8_24_03_113	0.705236835819403	0.8461538461538461	0.9120879120879121	0.8571428571428571	0.8088040663846724	0.8258851035177381	0.8461538461538461
sw_graphs_8_24_03_114	0.705236835819403	0.8461538461538461	0.9120879120879121	0.8516483516483516	0.8088040663846724	0.824786202418837	0.8461538461538461
sw_graphs_8_24_03_115	0.705236835819403	0.8461538461538461	0.9120879120879121	0.8571428571428571	0.8088040663846724	0.8258851035177381	0.8461538461538461
sw_graphs_8_24_03_5	0.8292042483657824	0.8626373626373627	0.9120879120879121	0.8461538461538461	0.7857142857142857	0.8471595309918378	0.8461538461538461
sw_graphs_8_24_03_118	0.705236835819403	0.8461538461538461	0.9120879120879121	0.8516483516483516	0.8088040663846724	0.824786202418837	0.8461538461538461
sw_graphs_8_24_03_167	0.6685184903328942	0.8830819908485709	0.9120879120879121	0.8461538461538461	0.8170571691028833	0.8253798817052213	0.8461538461538461
sw_graphs_8_24_03_119	0.6777478807370647	0.8461538461538461	0.9120879120879121	0.8516483516483516	0.8088040663846724	0.8192884114023695	0.8461538461538461
sw_graphs_8_24_03_164	0.6960116625691228	0.8830819908485709	0.9120879120879121	0.8461538461538461	0.8170571691028833	0.830878516152467	0.8461538461538461
sw_graphs_8_24_03_168	0.6960116625691228	0.8830819908485709	0.9120879120879121	0.8461538461538461	0.8170571691028833	0.830878516152467	0.8461538461538461
sw_graphs_8_24_03_169	0.6685184903328942	0.8830819908485709	0.9120879120879121	0.8461538461538461	0.8170571691028833	0.8253798817052213	0.8461538461538461
sw_graphs_8_24_03_117	0.6777478807370647	0.8461538461538461	0.9120879120879121	0.8516483516483516	0.8088040663846724	0.8192884114023695	0.8461538461538461
sw_graphs_8_24_03_4	0.8292042483657824	0.8626373626373627	0.9120879120879121	0.8406593406593407	0.7857142857142857	0.8460606298929367	0.8406593406593407
sw_graphs_8_24_03_9	0.80223218536224	0.8626373626373627	0.9120879120879121	0.8406593406593407	0.7857142857142857	0.8406662172922281	0.8406593406593407
sw_graphs_8_24_03_1	0.8292042483657824	0.8626373626373627	0.9120879120879121	0.8406593406593407	0.7857142857142857	0.8460606298929367	0.8406593406593407
sw_graphs_8_24_03_8	0.8292042483657824	0.8626373626373627	0.9120879120879121	0.8406593406593407	0.7857142857142857	0.8460606298929367	0.8406593406593407
sw_graphs_8_24_03_7	0.80223218536224	0.8626373626373627	0.9120879120879121	0.8406593406593407	0.7857142857142857	0.8406662172922281	0.8406593406593407
sw_graphs_8_24_03_6	0.80223218536224	0.8626373626373627	0.9120879120879121	0.8406593406593407	0.7857142857142857	0.8406662172922281	0.8406593406593407
sw_graphs_8_24_03_2	0.8292042483657824	0.8626373626373627	0.9120879120879121	0.8406593406593407	0.7857142857142857	0.8460606298929367	0.8406593406593407
sw_graphs_8_24_03_130	0.6210564546529159	0.8461538461538461	0.8881118881118881	0.8391608391608392	0.7215422623884966	0.7832050580935972	0.8391608391608392
sw_graphs_8_24_03_155	0.6740033886538936	0.866575785412149	0.9010989010989011	0.8351648351648352	0.811555100624076	0.8176796021907708	0.8351648351648352
sw_graphs_8_24_03_153	0.6740033886538936	0.866575785412149	0.9010989010989011	0.8351648351648352	0.811555100624076	0.8176796021907708	0.8351648351648352
sw_graphs_8_24_03_41	0.8280613060604979	0.8720778538909563	0.8351648351648352	0.8406593406593407	0.8264494169758629	0.8404825505502986	0.8351648351648352
sw_graphs_8_24_03_42	0.8280613060604979	0.8720778538909563	0.8351648351648352	0.8406593406593407	0.8264494169758629	0.8404825505502986	0.8351648351648352
sw_graphs_8_24_03_193	0.6740033886538936	0.8571428571428571	0.9340659340659341	0.8351648351648352	0.8076923076923077	0.8216138645439657	0.8351648351648352
sw_graphs_8_24_03_195	0.6740033886538936	0.8571428571428571	0.9340659340659341	0.8351648351648352	0.8076923076923077	0.8216138645439657	0.8351648351648352
sw_graphs_8_24_03_43	0.8280613060604979	0.8720778538909563	0.8351648351648352	0.8461538461538461	0.8264494169758629	0.8415814516491997	0.8351648351648352
sw_graphs_8_24_03_44	0.8280613060604979	0.8720778538909563	0.8351648351648352	0.8406593406593407	0.8264494169758629	0.8404825505502986	0.8351648351648352
sw_graphs_8_24_03_46	0.8011171991592534	0.8720778538909563	0.8351648351648352	0.8406593406593407	0.8264494169758629	0.8350937291700496	0.8351648351648352
sw_graphs_8_24_03_47	0.8011171991592534	0.8720778538909563	0.8351648351648352	0.8406593406593407	0.8264494169758629	0.8350937291700496	0.8351648351648352
sw_graphs_8_24_03_49	0.8011171991592534	0.8720778538909563	0.8351648351648352	0.8406593406593407	0.8264494169758629	0.8350937291700496	0.8351648351648352
sw_graphs_8_24_03_105	0.6969723416496444	0.8461538461538461	0.9120879120879121	0.8351648351648352	0.7857142857142857	0.8152186441541047	0.8351648351648352
sw_graphs_8_24_03_103	0.6969723416496444	0.8461538461538461	0.9120879120879121	0.8351648351648352	0.7857142857142857	0.8152186441541047	0.8351648351648352
sw_graphs_8_24_03_48	0.8280613060604979	0.8720778538909563	0.8351648351648352	0.8406593406593407	0.8264494169758629	0.8404825505502986	0.8351648351648352
sw_graphs_8_24_03_45	0.8280613060604979	0.8720778538909563	0.8351648351648352	0.8461538461538461	0.8264494169758629	0.8415814516491997	0.8351648351648352
sw_graphs_10_20_03_11	0.7582417582417582	0.8516483516483516	0.8791208791208791	0.8335633745393052	0.6437420120204536	0.7932632751141495	0.8335633745393052
sw_graphs_10_20_03_32	0.7912087912087912	0.8516483516483516	0.8736263736263736	0.8335633745393052	0.6712523544144899	0.8042598490874623	0.8335633745393052
sw_graphs_10_20_03_30	0.7912087912087912	0.8516483516483516	0.8736263736263736	0.8335633745393052	0.6712523544144899	0.8042598490874623	0.8335633745393052
sw_graphs_10_20_03_9	0.7582417582417582	0.8516483516483516	0.8791208791208791	0.8335633745393052	0.6437420120204536	0.7932632751141495	0.8335633745393052
sw_graphs_8_24_03_80	0.7390554240969552	0.8511396590310907	0.8741258741258742	0.8321678321678322	0.7075317330217297	0.8008041044886964	0.8321678321678322
sw_graphs_8_24_03_60	0.7250448947301883	0.8931712471313914	0.8741258741258742	0.8321678321678322	0.7600712181471057	0.8169162132604783	0.8321678321678322
sw_graphs_8_24_03_90	0.7390554240969552	0.8671328671328671	0.8881118881118881	0.8321678321678322	0.7342657342657343	0.8121467491550554	0.8321678321678322
sw_graphs_8_24_03_191	0.6740033886538936	0.8571428571428571	0.9175824175824175	0.8296703296703297	0.8076923076923077	0.8172182601483611	0.8296703296703297
sw_graphs_8_24_03_192	0.6740033886538936	0.8571428571428571	0.9340659340659341	0.8296703296703297	0.8076923076923077	0.8205149634450646	0.8296703296703297
sw_graphs_8_24_03_194	0.6740033886538936	0.8571428571428571	0.9340659340659341	0.8296703296703297	0.8076923076923077	0.8205149634450646	0.8296703296703297
sw_graphs_8_24_03_196	0.646418705528501	0.8571428571428571	0.9340659340659341	0.8296703296703297	0.8076923076923077	0.814998026819986	0.8296703296703297
sw_graphs_8_24_03_197	0.646418705528501	0.8571428571428571	0.9340659340659341	0.8296703296703297	0.8076923076923077	0.814998026819986	0.8296703296703297
sw_graphs_8_24_03_198	0.6740033886538936	0.8571428571428571	0.9340659340659341	0.8296703296703297	0.8076923076923077	0.8205149634450646	0.8296703296703297
sw_graphs_8_24_03_199	0.646418705528501	0.8571428571428571	0.9340659340659341	0.8296703296703297	0.8076923076923077	0.814998026819986	0.8296703296703297
sw_graphs_8_24_03_156	0.646418705528501	0.866575785412149	0.9010989010989011	0.8296703296703297	0.811555100624076	0.8110637644667914	0.8296703296703297
sw_graphs_8_24_03_154	0.6740033886538936	0.866575785412149	0.9010989010989011	0.8296703296703297	0.811555100624076	0.8165807010918698	0.8296703296703297
sw_graphs_8_24_03_108	0.6969723416496444	0.8461538461538461	0.9120879120879121	0.8296703296703297	0.7857142857142857	0.8141197430552036	0.8296703296703297
sw_graphs_8_24_03_158	0.6740033886538936	0.866575785412149	0.9010989010989011	0.8296703296703297	0.811555100624076	0.8165807010918698	0.8296703296703297
sw_graphs_8_24_03_109	0.6694489270953864	0.8461538461538461	0.9120879120879121	0.8296703296703297	0.7857142857142857	0.808615060144352	0.8296703296703297
sw_graphs_8_24_03_107	0.6694489270953864	0.8461538461538461	0.9120879120879121	0.8296703296703297	0.7857142857142857	0.808615060144352	0.8296703296703297
sw_graphs_8_24_03_106	0.6694489270953864	0.8461538461538461	0.9120879120879121	0.8296703296703297	0.7857142857142857	0.808615060144352	0.8296703296703297
sw_graphs_8_24_03_104	0.6969723416496444	0.8461538461538461	0.9120879120879121	0.8296703296703297	0.7857142857142857	0.8141197430552036	0.8296703296703297
sw_graphs_8_24_03_151	0.6740033886538936	0.866575785412149	0.8846153846153846	0.8296703296703297	0.811555100624076	0.8132839977951665	0.8296703296703297
sw_graphs_8_24_03_159	0.646418705528501	0.866575785412149	0.9010989010989011	0.8296703296703297	0.811555100624076	0.8110637644667914	0.8296703296703297
sw_graphs_8_24_03_152	0.6740033886538936	0.866575785412149	0.9010989010989011	0.8296703296703297	0.811555100624076	0.8165807010918698	0.8296703296703297
sw_graphs_8_24_03_157	0.646418705528501	0.866575785412149	0.9010989010989011	0.8296703296703297	0.811555100624076	0.8110637644667914	0.8296703296703297
sw_graphs_8_24_03_102	0.6969723416496444	0.8461538461538461	0.9120879120879121	0.8296703296703297	0.7857142857142857	0.8141197430552036	0.8296703296703297
sw_graphs_8_24_03_101	0.6969723416496444	0.8461538461538461	0.9120879120879121	0.8296703296703297	0.7857142857142857	0.8141197430552036	0.8296703296703297
sw_graphs_10_20_03_31	0.7912087912087912	0.8516483516483516	0.8736263736263736	0.8280613060604979	0.6712523544144899	0.8031594353917008	0.8280613060604979
sw_graphs_10_20_03_33	0.7867957924694432	0.8516483516483516	0.8736263736263736	0.8280613060604979	0.6712523544144899	0.8022768356438312	0.8280613060604979
sw_graphs_10_20_03_25	0.7582417582417582	0.8681318681318682	0.8791208791208791	0.8280613060604979	0.6198370627318972	0.7906785748573801	0.8280613060604979
sw_graphs_10_20_03_23	0.7582417582417582	0.8681318681318682	0.8791208791208791	0.8280613060604979	0.6198370627318972	0.7906785748573801	0.8280613060604979
sw_graphs_10_20_03_29	0.7912087912087912	0.8516483516483516	0.8736263736263736	0.8280613060604979	0.6712523544144899	0.8031594353917008	0.8280613060604979
