logfc_SW2	fdr_SW2	logfc_SW3	fdr_SW3	logfc_SW4	fdr_SW4	logfc_SW5	fdr_SW5	logfc_SW6	fdr_SW6	logfc_SW7	fdr_SW7	logfc_SW8	fdr_SW8	logfc_SW9	fdr_SW9	logfc_SW10	fdr_SW10	logfc_SW11	fdr_SW11	logfc_SW12	fdr_SW12	logfc_SW13	fdr_SW13
FOS	0.632962420682316	0.0951680776440628	0	1	0.0566460448990206	0.972421238242037	0.182373466257248	0.984413174002517	0.256935305569052	0.739263816386653	-0.0630536553509285	0.946728497374483	0.603141338610033	0.69931327191521	1.38669391390786	0.4067098168206	-0.535827917653197	0.999550711701349	0	1	0.275505560160553	0.780416056347722	0.166226136624563	0.8569050172905
FOXA1	-0.102503545046002	0.675785079827846	-0.187927249065713	0.516630198973229	-0.115610167595261	0.81175884180007	0.00603185423918904	0.999035614960049	-0.0816430035889807	0.865660168125512	0.00889908972039001	0.98595156137911	-0.0136176540080685	0.988803021219876	-0.00898412749196858	0.999825254749618	0.106397844196529	0.999550711701349	0	1	0.0200645762529685	0.965972630717213	-0.114545735735567	0.723298492600891
FOXC1	0	1	0	1	0	1	0.643569046637017	0.916879001527975	0.837238136768308	0.233750377874182	-0.732556318512984	0.507753409574397	0.840093562114835	0.525782962619775	0	1	-0.891742446722633	0.985234583910533	0	1	-0.155102791999157	0.944931700370449	1.3851289800151	0.0432171962448311
FOXK1	-0.0613175577213436	0.834578588334262	-0.0722191938826761	0.890469587977758	0.158513436743371	0.725769973870132	0.0557700871842549	0.982995898930407	-0.093660401453213	0.676883947652311	-0.0911094727652622	0.693994587239646	0.00151739747711515	0.997951396028703	-0.161956681831183	0.925977185836416	-0.0566969664896036	0.999550711701349	0	1	-0.0577971400332566	0.867483049484932	-0.144200964697756	0.519750550553691
FOXL1	0	1	0	1	0	1	0.376813412984669	0.983471706793238	0.140605295187303	0.949133644451754	0.0845341654759296	0.972370724304927	-0.567851861872512	0.865631199230172	0	1	0.932891356941438	0.999550711701349	0	1	-0.447557913369596	0.813680854802492	0	1
FOXL2NB	-0.0334940334662706	0.926725555117548	-0.15360850354697	0.710125597844103	0.103351098069426	0.872475597037866	0.101861188750373	0.982995898930407	-0.203175012380496	0.3898643953717	-0.0689465225160784	0.877105802472738	0.100923643956326	0.908768774810414	0.282529758608958	0.999825254749618	-0.172234394964247	0.999550711701349	0	1	-0.350205464284457	0.346942255306753	-0.119114955121369	0.895592232344702
FOXM1	-0.0779433774332085	0.819009655823927	-0.0559665682607121	0.943298736940061	0.12393071255065	0.845591178308262	0.0116577465960059	0.998761269504433	-0.122639402985176	0.749447893571369	-0.0266716049038748	0.965086479241977	0.202576701285651	0.862579867903338	0.651241224154735	0.75591271271096	-0.092572587838537	0.999550711701349	0	1	-0.0144905641133777	0.987071176909129	-0.18483577043992	0.798780617534152
FOXN2	-0.123122075966643	0.416323780147338	0.0825028261111078	0.778165429090202	-0.11532843347738	0.666190447909095	-0.119682891827185	0.925110543713305	-0.0181086740611524	0.967291206057485	0.178049307320929	0.441678752477522	-0.0902802884412031	0.850361443786594	-0.0502385004871401	0.999825254749618	-0.0667332379544928	0.999550711701349	0	1	-0.0255205624714271	0.951831119095076	-0.0584163290653691	0.88593554108336
FOXN3	-0.0219377572318825	0.937013565054783	-0.106559886907521	0.658102960144257	0.049758166947635	0.914445427665183	0.0968212107224846	0.924494383382581	-0.039416020977837	0.907427619379285	-0.0421763155086434	0.86903566229087	-0.0152050609802329	0.980972745076736	-0.15989278095501	0.982222776631985	0.016907081789765	0.999550711701349	0	1	-0.159036269258704	0.314826080906416	-0.115062132821189	0.545684274467355
FOXP1	-0.0453367488130583	0.869945616163804	-0.129708207152032	0.650122406734354	0.0637525148657231	0.85202898517674	-0.0125068437619718	0.997206629392131	0.059087521979598	0.86152559041361	-0.137899372638196	0.620942188420214	-0.0275470299989863	0.971296745244584	-0.124056069747888	0.999825254749618	0.130039380981167	0.999550711701349	0	1	-0.22438439122712	0.346628551125143	0.128269149243306	0.712714109625325
FOXP2	-0.0525513123701923	0.912594764409363	-0.50496487387804	0.0509942024622646	0.095024421854728	0.91661487318657	0.483301409532314	0.480630686228655	-0.162461296762486	0.704964058468011	-0.0387478819501645	0.929296941481999	-0.00132246083018484	0.998874348766203	0.00725155100546407	0.999825254749618	-0.0251186932409637	0.999550711701349	0	1	-0.378170292523152	0.305398182036701	-0.0839268006550327	0.890371805263724
FOXP4	-0.341852208571223	0.218465983975713	-0.051726053665888	0.964665740778694	0.223008578588498	0.749354075681775	0.106481616894	0.987315708519285	-0.269798776407462	0.584303906143033	0.00107532251281433	0.998702733931943	0.33869916815378	0.577397504864809	-0.133384774597158	0.999825254749618	0.174329042410759	0.999550711701349	0	1	0.195762109052555	0.789321950958006	-0.371658501653514	0.353638618104829
FPGS	-0.0378777877074407	0.907593386194232	-0.059444025833537	0.910250666910759	0.177185203332094	0.592238532632062	-0.173976822621545	0.79876806016385	-0.0161906849379414	0.965481047813557	-0.0499913075834543	0.885203222520357	0.0131196592729244	0.990025325099203	0.368737155781307	0.867900234843364	-0.227962585189508	0.999550711701349	0	1	-0.0515024654124102	0.928512637884406	-0.298736749361856	0.264178098587586
FPR3	0.473658488901846	0.068814395898314	0.430628493218933	0.185024981852068	0.0104754241969659	0.98806292136681	-0.046751639622092	0.995664606140392	-0.428624619150422	0.140316101476313	0.667981785952217	0.0538362819955276	0.288505015371209	0.574614161003776	-0.171153870867859	0.999825254749618	0.470319408782909	0.835472903417597	0	1	0.0730197829671993	0.9085535658266	0.170685606975659	0.743684349941416
FRA10AC1	-0.0851771896967688	0.668668262524926	-0.0559119258926352	0.912838403800113	-0.0311236252644169	0.944672205647083	0.0298958236455344	0.994292658688173	-0.0237245420663916	0.948834370270769	-0.0836455725398124	0.641307524423409	0.0635747707157561	0.883044886812156	-0.0180034031205236	0.999825254749618	-0.031631402460901	0.999550711701349	0	1	-0.0209095398392565	0.965453587814709	0.00806878986434106	0.990301757558121
FRAS1	0.178692292541572	0.850993629026404	-0.141846720545117	0.919716531916337	1.18797010400324	0.0465184217783592	0.705364404398608	0.749293745899346	0.42203671132046	0.564331768936694	-1.14186305665903	0.0120990465760967	0.394574333480729	0.520150673883128	-0.0942399112508974	0.999825254749618	-0.386619585268409	0.999550711701349	0	1	-0.590739399264848	0.422943690024226	0.845773694534476	0.375031900644605
FRAT2	0.0881441138439322	0.840099738786617	0.146398753183605	0.778165429090202	-0.215027439945061	0.565596724495301	0.00682612305747587	0.999035614960049	-0.0728372170611788	0.91476231571552	0.173094304226133	0.732307961843886	0.0752688851322411	0.944986457946756	0.442424036843004	0.815785335518236	-0.232583676145519	0.999550711701349	0	1	0.198692448613619	0.682563877985625	-0.177309974627658	0.691131638021087
FRK	-0.126975900223127	0.0219833200698454	0.0458734474099107	0.801776458565422	-0.0249324698085917	0.928945135104393	-0.0361368680949967	0.981199523544775	0.00830996179522786	0.970701945213719	-0.0511090530389354	0.805670706631385	0.0573746166697641	0.854209745980239	-0.0626504261363625	0.999825254749618	0.0340867251605729	0.999550711701349	-0.0473356094077247	0.96823783817662	-0.132314622146139	0.55540698776281	-0.227402693627062	0.19758879020195
FRMD3	0.216974664504213	0.632735182845663	-0.0955619366831774	0.926063462145263	0.0250682965355972	0.986911878443042	1.18474502135234	0.660613139720453	1.06950910968674	0.129183406573444	-1.44818417209607	0.0572166808417707	0.486483681071519	0.579332283315697	0.366539907075476	0.999825254749618	-0.371538238887648	0.999550711701349	0	1	-0.44075196568255	0.366694316963542	0.454839961252551	0.31597919617546
FRMD6	0.145136677567439	0.778781615683733	-0.297316091370499	0.641255499715672	0.47132256571088	0.213189662331611	0.251678881673152	0.918729397608139	0.153712555218596	0.810761552245102	-0.203819977057428	0.666168729955255	0.0980937620097184	0.93435523522889	0.0980392879858854	0.999825254749618	0.0967679389349358	0.999550711701349	0	1	0.0175081430090269	0.982636173293821	0.206983236342854	0.650914047648441
FRRS1L	0.00336714034887406	0.992478417537893	-0.0591591064374239	0.908684665277145	0.0309740838941407	0.963988930150468	0.00576639638808738	0.998854544943359	0.0418351823567649	0.926567537385118	-0.132579100418743	0.637404324341449	0.0161067971666214	0.985755855496359	0.131011919608301	0.999825254749618	-0.0900974729465668	0.999550711701349	0	1	-0.340433245940126	0.219408400583547	-0.269739644417231	0.594139825760592
FRYL	-0.0620853197774267	0.499284191225667	-0.0628333862611896	0.728465878113836	-0.0470817902543015	0.872379253523235	-0.00233566839040837	0.998761269504433	0.0297848747431981	0.900064803147792	-0.0631542838253949	0.609005607883961	0.0206559693691749	0.960554872106307	0.0618246417598335	0.999825254749618	-0.090973777835302	0.999550711701349	0	1	-0.145457792754147	0.257971944481164	0.0185100103416758	0.971646939043637
FRZB	0.327983561081279	0.668668262524926	0	1	0.00225927342453157	0.998977815763756	-0.115727881083612	0.994292658688173	0.477611463393827	0.541651637512634	-0.233625265749067	0.821363887010808	0.414289719930498	0.717538897091273	-0.561299975313593	0.952305306886117	0.034330032535475	0.999550711701349	0	1	-0.387766870937664	0.659478608081434	0.912276942908413	0.0621523079809398
FSCN1	0.300662371417814	0.106283815622183	0.082671735595501	0.903590671820273	-0.355841536953247	0.339532756397363	0.394703313547027	0.671710201749975	-0.0431529417081139	0.944739420758778	-0.0760696050538427	0.816530378335913	0.0771600467823157	0.884330000373027	-0.0396547615046789	0.999825254749618	0.324098887165232	0.786540631951738	0	1	0.147724089318535	0.739251406243689	-0.0447970085635913	0.957328267124397
FSIP2	-0.10624950531288	0.455624155841987	-0.0310429601140235	0.929184435531681	0.0671733373578904	0.846810586237241	-0.186116949632295	0.851522742609252	0.170989837472601	0.307235075637248	-0.230425131147292	0.232146287445613	0.0572846224247794	0.921916301998077	0.218343919788641	0.830760839833464	-0.178540993634533	0.999550711701349	0	1	-0.146082065138576	0.746551621423301	-0.0257504124025345	0.980049205469175
FSTL1	-0.276824072903103	0.456618281992723	-0.0202540091330041	0.977894068560941	0.300606596248261	0.420283902862376	0.111623209848913	0.978281828206928	0.222670937343803	0.486683111727	-0.231766957856358	0.550047402512645	0.0747440210420429	0.923903117305032	-0.00225950791920574	0.999825254749618	0.200908482834069	0.999550711701349	0	1	-0.054233985198986	0.937047832658449	0.550584744287748	0.0623760755164674
FSTL3	0.403204181098015	0.284228463158242	-0.0269750952562829	0.986762721046821	0.200062239971354	0.833954915203678	0.0912141582043371	0.99063114702683	-0.252015809748202	0.570145252818704	0.41498317835644	0.312976692426605	0.0511861660448178	0.975475837527073	-0.275825213804515	0.999825254749618	0.55810336402601	0.843548070980309	0	1	0.392773356562652	0.494821084183798	0.360019582913893	0.509249115293924
FTCD	-0.0423034642434711	0.931318820606879	-0.0666367643133589	0.920569989200648	-0.0814907964277622	0.926366733005465	-0.233153264626929	0.883515920936916	-0.146379085352126	0.605380456350981	0.290898495419162	0.111184085407706	0.0449684157245719	0.960912038176414	-0.0770617067471436	0.999825254749618	-0.331881929069595	0.999550711701349	0.373630974162934	0.77283277087998	0.0507487625923325	0.938303100944713	-0.422853225520345	0.155422887015082
FTL	0.0907817034599706	0.70273758996854	-0.0435706265618546	0.942029978338257	0.0491151541805193	0.919820988559448	-0.0944063549098119	0.965710279522547	-0.0132798863106695	0.974419701218959	0.248848749259741	0.180175771474248	-0.161247676458103	0.412626814110646	0.0210954030157022	0.999825254749618	0.150047216708156	0.999550711701349	-0.200001123537868	0.927712887085685	0.400124767244023	0.0802520249626368	-0.0294683856090667	0.978254312550275
FTSJ1	0.14266777724419	0.536097043489796	0.221636039350476	0.298745778488278	-0.185984787580195	0.62749410404295	-0.193486828515766	0.883515920936916	-0.046711301785253	0.923516260632567	0.0701423522086606	0.85851731299994	0.0448853975755436	0.96922495229178	0.283354979494843	0.953091825770765	0.077491482188941	0.999550711701349	0	1	0.0829484672468125	0.847410955417944	0.17366753313364	0.699278304746781
FUCA1	0.0385257347080671	0.885032679523039	0.0651273994453401	0.857393346311839	-0.0841672425255941	0.820306773719451	0.0464555263072474	0.993540231376518	0.0646286531301426	0.878988793535139	0.102081272989218	0.768831048721844	-0.210290228253144	0.518841308084064	-0.113988427985967	0.999825254749618	0.405136756634825	0.247573335679486	0	1	0.188559630074138	0.608392736591291	-0.0431505930710559	0.936559689348559
FUCA2	0.0260794228519685	0.925200431115233	-0.0498754005611	0.900466418107677	0.166691501826976	0.730859834206267	-0.0214505076337453	0.997039118448182	-0.0566210462879012	0.850867461777627	0.204744568935007	0.253113308129244	-0.300719230077432	0.256404087534924	-0.00694743441777573	0.999825254749618	0.313482860566399	0.718913911482962	0	1	0.074116154285025	0.839163303046987	0.0898227717636621	0.832418031123329
FUNDC1	0.0946583519994011	0.794535144223647	0.141820162156089	0.802551180363359	-0.144662979660381	0.81908186255832	0.0761241329826187	0.987315708519285	0.0499904561289326	0.925810314810483	0.177112106536949	0.658975877206925	0.198271790589789	0.777511915766108	-0.0888967643131763	0.999825254749618	-0.218749497987699	0.999550711701349	0	1	0.135871267717908	0.773847722024182	0.158559299952327	0.69138998505159
FUOM	0.0434640643740068	0.883004259014325	0.0505925310526138	0.928408808919266	-0.308460825085492	0.247314914142274	0.0755038180629347	0.978741171364454	-0.0552269107832377	0.868775287396387	0.0937607467021217	0.579025318709308	-0.0424524485045037	0.930907036073799	-0.17996480159151	0.787925843408047	0.146877247186922	0.999550711701349	0	1	0.113928132778002	0.784031960850843	0.00555247481607467	0.995570061962964
FURIN	-0.0492544603945487	0.893731896486084	-0.0628196775115636	0.877459316762111	-0.0571520324511468	0.88631417274554	0.0036786808921305	0.999035614960049	-0.156770898615789	0.422518043902018	0.0981476331826103	0.767565011939273	0.116814732149235	0.832366995176376	-0.0894139270714364	0.999825254749618	-0.0973539922725426	0.999550711701349	0.0935042304056365	0.96823783817662	-0.110125841851727	0.79809937320311	-0.276322064586056	0.210507367563725
FUT1	0.0100300657622081	0.98495049154031	-0.106243323726821	0.845597726191572	-0.0167497838978195	0.984131861439467	0.0674794378782833	0.99063114702683	-0.157344549925205	0.676883947652311	-0.221622829139674	0.505758140543949	-0.0857383267067292	0.930597037983469	0.0902594410972784	0.999825254749618	0.154238412875395	0.999550711701349	0	1	-0.00489714309556615	0.993940704700967	-0.0504745989094907	0.968603053285571
FUT10	-0.134230364983484	0.492710924420466	-0.0740972274253987	0.876074937619716	0.0960897997827029	0.878767950719013	0.0240321238931365	0.997206629392131	0.071541327381718	0.861134465879296	-0.17744265956746	0.500742686222265	0.0549729938420755	0.933645760849389	-0.0758027758074171	0.999825254749618	0.0827651411834437	0.999550711701349	0	1	-0.175227253003978	0.47446352003428	-0.134970302061535	0.679626008162949
FUT2	-0.130946951672938	0.695758676798838	0.0334663302043859	0.969830698030829	0.0206806443033118	0.984228429709649	0.199134836403237	0.971221404172331	0.337874631385136	0.392735811560451	-0.440065253841621	0.257007294236531	-0.355031806099463	0.349201173753983	0.124930125851702	0.999825254749618	-0.0441442999460107	0.999550711701349	0	1	-0.539859771905848	0.246883473661067	-0.04341225459931	0.977411208533538
FUT4	0.254446148878588	0.240733352350889	0.100909492671358	0.815074543756277	0.134747594676758	0.803089863041124	0.0340064548059342	0.997039118448182	-0.0107546693428654	0.988225283364028	-0.219032482415449	0.569202897903353	0.474969803304738	0.0479020199894796	0.0271130657950867	0.999825254749618	0.0465894192025531	0.999550711701349	0	1	-0.2522879884808	0.556568715135825	0.38700863366755	0.315714741261203
FXN	-0.0928918985278618	0.783037675072682	-0.00535545082300069	0.995258683506817	0.0732282304164523	0.932283775057768	-0.0663952259960677	0.99106334087533	-0.0427642508697547	0.939314079274354	0.0472083925779718	0.899433379368572	-0.0545309009325354	0.946864685161512	-0.0282916411905117	0.999825254749618	-0.123471159698902	0.999550711701349	0	1	0.30645215130633	0.308294879250286	0.0929709717631136	0.903430653224689
FXYD1	-0.0570546661968322	0.877935145436509	0.047684281214747	0.950657560340539	-0.246470059315167	0.688268075476132	0.213478656738709	0.884590138931114	0.09741044792969	0.827727909460844	-0.18568379576705	0.641258161096844	0.157447444255846	0.863697975851979	-0.314261490571742	0.953191234624722	-0.0284470711680183	0.999550711701349	0	1	0.21948368338436	0.67458202152729	0.0983692120775545	0.928753153762319
FXYD2	0.682319342067318	0.276751958651483	0.205501461545728	0.910145819215924	0.414142201884917	0.883000325865095	0.0401476542660068	0.998208813857199	0.662126974374878	0.394212523999684	-0.696847444811305	0.312976692426605	0.239561650624064	0.880897299129594	0.635123596200596	0.899873489956249	-0.897099126729555	0.765364696477844	0	1	-0.259097836186856	0.877909214065835	1.27977420355982	0.138398098824747
FXYD5	0.185656005662788	0.386526535262916	0.121437701828711	0.802009696851303	0.209188609261285	0.589701402879286	0.096344620530837	0.984073516397287	-0.250711284948093	0.284627111081531	0.286876547745402	0.26285090566539	-0.0441126933994071	0.967731087694948	0.00152368040364429	0.999825254749618	0.260710289977556	0.999550711701349	0	1	0.0149964379681446	0.981903997342226	0.496844431427427	0.00218156163951016
FYB1	0.258683415136616	0.287107317391205	0.262749734733125	0.510798599404367	0.103580419653841	0.912558214066882	0.0563728444398312	0.994292658688173	-0.270415554751683	0.363932226725921	0.182228002363927	0.63299985923922	0.378715243867916	0.332610759817246	-0.069238585954514	0.999825254749618	0.220655583017701	0.999550711701349	0	1	0.120435023971918	0.861277866315289	0.43784925291645	0.0905430029471004
FYB2	-0.109230057649157	0.490831610475931	0.020776027200554	0.96423657832616	-0.229918996093967	0.247314914142274	-0.110915751757891	0.882626168097741	0.0272885600012348	0.929549197897858	-0.142863536633981	0.356101020928018	0.118888172672222	0.704369816179976	-0.0548432672085191	0.999825254749618	0.115422143917508	0.999550711701349	0	1	-0.228672076770569	0.259129996498964	-0.137307361322171	0.524719912219479
FYTTD1	0.0587681895197071	0.791915796947302	0.00189786846953262	0.998684757910168	-0.126041232829175	0.78586703040465	0.0667064566368333	0.982995898930407	0.0919455413514267	0.734497819081014	0.0213084134227219	0.953078208740487	-0.185332907088769	0.301835547425704	0.0182660860695514	0.999825254749618	0.050712433540401	0.999550711701349	0	1	0.04199407994527	0.875358585825501	0.0413772007371306	0.883569844307005
FZD1	0.141362761075691	0.543485942647433	0.0274831457749268	0.968044594922224	0.146327210761839	0.833212060675197	0.277742216995777	0.832450279157852	0.103371753403771	0.827141342440005	-0.169579217588425	0.684673731234144	0.451072847957136	0.0533500290193817	-0.119250523160511	0.999825254749618	0.124326687597172	0.999550711701349	0	1	-0.051455215387163	0.934073352576682	0.239391534850744	0.606279254125696
FZD2	0	1	0	1	0	1	0.987054512378254	0.868807373279245	0.114920357516282	0.950464823081605	-0.0581990079463269	0.972857756317509	0.415666720217574	0.850361443786594	0	1	0.568860058861755	0.999550711701349	0	1	0.309020986341743	0.814700453648384	0.0110932200238595	0.994951732322876
FZD5	-0.167009990841085	0.181702711768178	-0.0974456122897435	0.739276566280457	0.278348939860554	0.388942957989296	-0.0809348769556698	0.970268115550373	-0.0240114744693912	0.95038951969219	0.0620295769379169	0.817709806126928	0.058263257184812	0.918191703986279	0.118601794600977	0.999825254749618	-0.204867225677929	0.9010989730474	0	1	0.0465086455658752	0.930199246942131	-0.442910487034955	0.0418643779593751
FZD7	-0.00599462740803976	0.995478583124152	0	1	0	1	1.16241502346061	0.637905326959363	0.846731199182528	0.293247129934951	-1.22150014361713	0.153145316518642	0.555596425935449	0.520150673883128	0.0771221076253948	0.999825254749618	-0.0237720899144295	0.999550711701349	0	1	-0.118017423302124	0.934768271136414	0.693290617560672	0.303790087294575
FZR1	-0.142963888468612	0.590188582538462	-0.0429335115557741	0.95777639572841	0.258622712670202	0.589701402879286	0.12164126373829	0.970268115550373	-0.139117666515339	0.714229706679284	0.0183300772785128	0.970409984968797	0.0869928601496247	0.860500730968585	-0.00225900170903525	0.999825254749618	0.0529866049489745	0.999550711701349	0	1	-0.0411035466366384	0.940121225916943	-0.142689262330069	0.695299617059152
G3BP1	-0.00787202718735399	0.97406474932624	0.105321865425631	0.457222829960064	-0.209395029953703	0.141642311288108	-0.00260987643284658	0.999035614960049	0.00579900379067412	0.986257894848109	0.0581192045305155	0.817974369841147	-0.150575371232284	0.515343200527455	0.167121623425832	0.815607609002562	-0.111230557226401	0.97084608960667	0.0562541791646236	0.956039130113456	0.00680348401239543	0.98339827403839	-0.112766546500405	0.483976151855269
GAB1	-0.0184658865659744	0.937013565054783	0.0297332638501531	0.93914360060443	-0.130684699370451	0.733561770558802	-0.0293292218454383	0.995630381351448	0.0785893013686488	0.830270383625547	-0.1855008294139	0.31983040258463	0.0699904236529181	0.887982223557767	-0.24360082118965	0.842695739813559	-0.00925867733258362	0.999550711701349	0	1	-0.27142696797643	0.224689822160452	0.048949306561037	0.928880091378218
GABARAP	0.0348507984653674	0.897576936708077	0.0408888427069274	0.929789152282571	-0.110587320091194	0.739570070759198	0.0785852971167856	0.978515934418789	0.0632338860448573	0.831568465385172	0.0563179072480005	0.834504289609633	-0.0269317422280472	0.968879935059749	0.0376311206892792	0.999825254749618	-0.100761548545737	0.999550711701349	0	1	0.293400660886208	0.346942255306753	0.282379740450553	0.611418742440088
GABARAPL2	0.0116891623912863	0.966849243916306	0.0850929689422583	0.728518954394747	-0.186531507344605	0.534117831254777	0.182723500756185	0.883515920936916	0.238420536866008	0.198004489338688	-0.201865042348747	0.369093900193447	-0.0761422866703578	0.892637420768373	0.252582944327204	0.80570126980268	0.0760073317468542	0.999550711701349	0	1	0.219339242800166	0.283545920150132	0.0693012962613294	0.897774754024828
GABPB2	0.0253185323644442	0.922039775758991	0.0384165364215207	0.929800680315627	0.212352253354109	0.217927145463384	-0.0108299203158666	0.997206629392131	-0.0934823863807066	0.707810843324997	-0.124479475505414	0.625140368620723	-0.010330777655753	0.987566884528296	-0.106254133800533	0.999825254749618	-0.0585155263341773	0.999550711701349	0	1	-0.168495207683817	0.588207959359796	0.0412446834984448	0.947482693757491
GABRE	0.129512702236912	0.881113443699588	0.376339294040636	0.700263944525406	0.374024604559915	0.757961726601157	-0.179600567054041	0.987315708519285	-0.275490076389695	0.76284716098082	-0.108939658369164	0.890850289221625	0.235093306565272	0.832124817133459	0.569698243394481	0.696463797745579	-0.328537995252679	0.999550711701349	0	1	0.391510253218513	0.528656061564082	0.406607226092264	0.495127802027944
GADD45GIP1	0.0635979243890986	0.848603553980971	-0.0480958568586625	0.952154271728829	-0.193456305582562	0.702671747629804	0.180793249665034	0.908620722500174	0.0519214888039292	0.920371964800787	0.0191394753481229	0.962523159252022	-0.195372826307414	0.526618031775872	-0.193271272552883	0.94326242823328	0.295324679621766	0.914631350919314	0	1	0.269980800935981	0.41205669935578	0.223868108948908	0.689743800490137
GADL1	-0.0298229253611369	0.881135642820496	-0.0712272797544064	0.81583338662429	0.0124675403532959	0.979258817372218	0.22208821831217	0.931894774004917	0.138975428131216	0.776098512402035	-0.334276804468339	0.353686567972819	0.0129269441805436	0.984814204746198	0.125083298812253	0.999825254749618	-0.0606732188813271	0.999550711701349	0	1	-0.172276238112661	0.603523879316542	-0.185387043746141	0.729191995877491
GAGE1	-0.265627583235755	0.673967183891759	0	1	0	1	0.140159066897235	0.993540231376518	0.0406375165923777	0.972343586302067	-0.154574067379211	0.892927908674019	0.020958990874077	0.99469825054259	0	1	0	1	0	1	-0.381349474597607	0.796008005767969	0	1
GAK	-0.137710703988876	0.384980685920308	-0.033023098948286	0.953045710348314	0.121681396032159	0.653071866118561	-0.0473539955281596	0.987315708519285	-0.14082238103761	0.437588514269432	0.121074030028125	0.485120689878287	0.0904955524280766	0.784047067367132	-0.118366701198224	0.999825254749618	0.0230850449245878	0.999550711701349	0	1	-0.0893385640044216	0.78316713476475	-0.0955314794629682	0.746759725222914
GALNT1	0.111000099763165	0.2270944099166	0.0634404973880846	0.765385859837617	-0.0630065189935136	0.868365998541417	0.0307238227702798	0.99106334087533	-0.0349634481359734	0.870084985283829	0.128446135238044	0.442191633775717	-0.167361296498197	0.377067841278385	0.0470763547730097	0.999825254749618	0.171347798017284	0.926275409797849	0	1	0.0187061076326932	0.951831119095076	0.158550898536602	0.144979086054201
GALNT10	0.286423999206503	0.0213834138278094	-0.0557497545672548	0.915855806387486	-0.130843538300786	0.807418987354805	0.216510312807767	0.888559030456883	-0.164464547814649	0.608699315221675	0.125552961302866	0.610006341067955	0.0731999934114718	0.889635568025286	0.0156430660471283	0.999825254749618	-0.0594969600180096	0.999550711701349	0	1	-0.0913431193526295	0.831979527827867	0.120280480488692	0.816061563972335
GALNT11	0.0591201156548598	0.692414205289504	-0.00384965140127012	0.994674979063057	0.0238855341670189	0.964322841912887	-0.0230739242154	0.994292658688173	-0.0584949849652025	0.771923640949644	0.118933156630009	0.478826269149227	-0.101854146480884	0.771990930082035	0.0607116710267924	0.999825254749618	-0.101379846463059	0.999550711701349	0	1	0.063557842898465	0.748406998135742	-0.00628310614050285	0.988735375687229
GAMT	-0.0544545356145533	0.921110885875655	-0.0243562326819961	0.979657174276354	-0.537195192356938	0.342634638118123	0.185664171157912	0.936123118650384	0.284708087517623	0.351639185223574	-0.0578505767022713	0.909014013174184	-0.274255739189208	0.59577864276382	0.0254746125584496	0.999825254749618	0.246919340666872	0.809170755439248	0	1	0.0715448196552442	0.892113273328184	0.00274645632189639	0.998362004182662
GANAB	-0.0800780180400695	0.530177941141751	-0.0450086097075525	0.876074937619716	0.058333912686097	0.85123409726079	-0.00246299458829108	0.999035614960049	-0.0105428720948447	0.974419701218959	-0.000957921934171837	0.996918564009736	0.0640859892872118	0.884600359250686	-0.0698931998459774	0.999825254749618	-0.0857938003635642	0.999550711701349	-0.0147458220072058	0.98690156323395	0.0620775816669286	0.819900038896379	-0.113832007066862	0.612178984404978
GANC	-0.269903637230782	0.120972813496219	0.0906232395391932	0.858675329181806	0.107021664715798	0.877406888765114	-0.376330520148849	0.338506863218871	0.109220365619459	0.851000626412482	-0.097489301557921	0.864772510779802	0.167402131189361	0.805230241103195	-0.242613661234794	0.744545856321002	0.0115378728580089	0.999550711701349	0	1	-0.168463785240012	0.580930711762253	0.108927620749071	0.732878018814498
GAPT	0.0357881755283477	0.974644097842686	0	1	0	1	0.775335929683414	0.679808742425259	-0.147988383294805	0.874230626183428	0.261125114324594	0.666168729955255	0.373829110676287	0.679232463291091	-0.225416004845983	0.999825254749618	-0.36079280014057	0.999550711701349	0	1	0.109945551122016	0.90196024249536	0.365854127868318	0.511797305623705
GAR1	0.0205418088240397	0.971168985964533	0	1	0.0185041546397523	0.986234941709496	-0.118487230698197	0.982995898930407	-0.0722752598764112	0.913147545011049	0.127955732403174	0.789404250957939	-0.0230193689233484	0.987371832462476	0.00193695738944306	0.999825254749618	-0.093561405468252	0.999550711701349	0	1	0.262898081377856	0.602289473690788	0.105915327187058	0.90335596108823
GAREM1	-0.111459700281814	0.751664607879063	-0.206345425036805	0.430815005523315	0.130152130379702	0.82538719992798	-0.0758686843586391	0.988758631833133	0.112397397655112	0.78001817932923	-0.159851839356145	0.684673731234144	-0.289061407844141	0.538272181038723	0.252567729465929	0.982222776631985	-0.19295747052245	0.999550711701349	0	1	-0.0316167404970341	0.956403374159243	0.0108438016729529	0.989385037915638
GARIN1A	-0.0146876546475608	0.968540952813028	-0.0749634966155924	0.876074937619716	0.108776306210735	0.81627383266157	-0.0526864184381643	0.994292658688173	0.0372414844859264	0.92970229616307	-0.245324060174923	0.367270544982439	-0.00890511288656914	0.993274154774417	0.392936524852419	0.945827067866246	-0.150233951188811	0.999550711701349	0	1	-0.230944238852213	0.596191483733117	-0.086251159334575	0.91592614535394
